seqnames	start	end
chr1	25990667	25991347
chr1	25997411	25998599
chr1	26016965	26017090
chr1	26017161	26017413
chr1	26035207	26036376
chr1	26061000	26061132
chr1	26104909	26105265
chr1	26110780	26112355
chr1	26123342	26123602
chr1	26126301	26127302
chr1	26144943	26145552
chr1	26169734	26170503
chr1	26201245	26201572
chr1	26201967	26202438
chr1	26211172	26211306
chr1	26223173	26223661
chr1	26225330	26225601
chr1	26233755	26235256
chr1	26263185	26263309
chr1	26263439	26263560
chr1	26275670	26276620
chr1	26279685	26280221
chr1	26284630	26285300
chr1	26287347	26287691
chr1	26288725	26288918
chr1	26306372	26307819
chr1	26317725	26318667
chr1	26321270	26321815
chr1	26336087	26337053
chr1	26348041	26348175
chr1	26358766	26359354
chr1	26363899	26364060
chr1	26373354	26373601
chr1	26378179	26378777
chr1	26391565	26391718
chr1	26396413	26396536
chr1	26408675	26408937
chr1	26411444	26411565
chr1	26417128	26417453
chr1	26431908	26432842
chr1	26471829	26473230
chr1	26484780	26485041
chr1	26500109	26501486
chr1	26529343	26530260
chr1	26541921	26542465
chr1	26545516	26546081
chr1	26580856	26581301
chr1	26597671	26597928
chr1	26620113	26621624
chr1	26677319	26677963
chr1	26692316	26693322
chr1	26695317	26697324
chr1	26697985	26698456
chr1	26721120	26721271
chr1	26721719	26722136
chr1	26723612	26723861
chr1	26728629	26728759
chr1	26734037	26734219
chr1	26739245	26739767
chr1	26744032	26744942
chr1	26758840	26758957
chr1	26786891	26789444
chr1	26799636	26800713
chr1	26810187	26810342
chr1	26820744	26821326
chr1	26826339	26827046
chr1	26828535	26828681
chr1	26833320	26834027
chr1	26838865	26839172
chr1	26853197	26853473
chr1	26864440	26865950
chr1	26877997	26878354
chr1	26889767	26890724
chr1	26899932	26900924
chr1	26921264	26922328
chr1	26959804	26960007
chr1	26960128	26960815
chr1	26993326	26994249
chr1	26997739	26998040
chr1	27012967	27013103
chr1	27044566	27045283
chr1	27045836	27046142
chr1	27097494	27097655
chr1	27102801	27103021
chr1	27111970	27112532
chr1	27136976	27137616
chr1	27142520	27142815
chr1	27154748	27155761
chr1	27161681	27161903
chr1	27197851	27198349
chr1	27233960	27235742
chr1	27252296	27253061
chr1	27258045	27258193
chr1	27258686	27259018
chr1	27284345	27285062
chr1	27300781	27301058
chr1	27321908	27322832
chr1	27332889	27332999
chr1	27341632	27342790
chr1	27342947	27343913
chr1	27349420	27349720
chr1	27357417	27357726
chr1	27360235	27360354
chr1	27365328	27366691
chr1	27392226	27392823
chr1	27395467	27395619
chr1	27402770	27403385
chr1	27416666	27416932
chr1	27418470	27418589
chr1	27422073	27422345
chr1	27428256	27429106
chr1	27430972	27431415
chr1	27436063	27436960
chr1	27445034	27445826
chr1	27455310	27455902
chr1	27473944	27474070
chr1	27475739	27475906
chr1	27476282	27476499
chr1	27482071	27482301
chr1	27489739	27490795
chr1	27521531	27523342
chr1	27526050	27526172
chr1	27527235	27527384
chr1	27528129	27528415
chr1	27542549	27542683
chr1	27568245	27569329
chr1	27603792	27604311
chr1	27618384	27618704
chr1	27632451	27633118
chr1	27636725	27637283
chr1	27643819	27644286
chr1	27659248	27660399
chr1	27662665	27663409
chr1	27669259	27669631
chr1	27671883	27672634
chr1	27714621	27714791
chr1	27719829	27719990
chr1	27725418	27726472
chr1	27772627	27773984
chr1	27830364	27831394
chr1	27857957	27858658
chr1	27864243	27864524
chr1	27869019	27869634
chr1	27872395	27873654
chr1	27886890	27887533
chr1	27891567	27891792
chr1	27913999	27915106
chr1	27930293	27930419
chr1	27935045	27935230
chr1	27940465	27940850
chr1	27959537	27960509
chr1	27979560	27979901
chr1	27992200	27992634
chr1	27993174	27993510
chr1	27997658	27997820
chr1	28018353	28018497
chr1	28022498	28022622
chr1	28056159	28056851
chr1	28059257	28059493
chr1	28062725	28063164
chr1	28087810	28089059
chr1	28091289	28091461
chr1	28155552	28155680
chr1	28169256	28169812
chr1	28199470	28200226
chr1	28208905	28209277
chr1	28232770	28233104
chr1	28235908	28236535
chr1	28246412	28247758
chr1	28248407	28249183
chr1	28259102	28259969
chr1	28297056	28297232
chr1	28328680	28329843
chr1	28359752	28359943
chr1	28369396	28370542
chr1	28400679	28400937
chr1	28410030	28410171
chr1	28417470	28417747
chr1	28437969	28438342
chr1	28450020	28450327
chr1	28505534	28506777
chr1	28509880	28510088
chr1	28510871	28510996
chr1	28517886	28518996
chr1	28552383	28553836
chr1	28580770	28582436
chr1	28592175	28592650
chr1	28642633	28643998
chr1	28647857	28649416
chr1	28668435	28670199
chr1	28717546	28717695
chr1	28730735	28731008
chr1	28736433	28737485
chr1	28737668	28737816
chr1	28744420	28744723
chr1	28752349	28752549
chr1	28755777	28755898
chr1	28775075	28775704
chr1	28785011	28785770
chr1	28877149	28877424
chr1	28884895	28885524
chr1	28886791	28887353
chr1	28887477	28887858
chr1	28914030	28915636
chr1	28921526	28921744
chr1	28926557	28927752
chr1	28927896	28928761
chr1	28933227	28933871
chr1	28937420	28937582
chr1	28950082	28950258
chr1	28955795	28956287
chr1	28962445	28962740
chr1	28964982	28965746
chr1	28972294	28972919
chr1	28983721	28983848
chr1	29031361	29031494
chr1	29033804	29034364
chr1	29041947	29042150
chr1	29061865	29062965
chr1	29121283	29121783
chr1	29155534	29155680
chr1	29165656	29165834
chr1	29166507	29166849
chr1	29171194	29171337
chr1	29181044	29182538
chr1	29197639	29197756
chr1	29202916	29203274
