seqnames,start,end,width,T0,T20,T60,T2H,T4H,T24H,LR
chr10,112335790,112335950,161,4.61980979914175,4.83690183122187,4.96869114014734,4.73125719157401,4.60242404634431,5.34997137521807,-2.01812
chr10,112369521,112369629,109,5.45565667390192,5.59802282018045,5.59191657653133,5.36344633056216,5.29520265614761,5.54336860192447,-1.3549
chr10,112389228,112389947,720,6.77194731670155,6.81276292479605,7.36854414890716,7.43150833549358,7.89531353596029,8.05231864134408,-5.42793
chr10,112471949,112472334,386,6.34712371677106,6.36867954036486,6.44301656164494,6.44992028482196,6.21342904404007,5.64807244773773,-5.82144
chr10,11257050,11257188,139,5.90609456365831,6.53237125496468,6.13104422780216,5.59905291350124,5.52107468727012,5.54336860192447,-2.72645
chr10,112861785,112862001,217,4.95510419198722,4.22116499098296,4.51434818930097,4.79590038372914,4.69799500281378,5.61400855895519,-1.73312
chr10,113168000,113168148,149,4.68138667304556,3.83168412667926,4.16341013839067,4.35581430643827,3.99761645307196,5.57912088811703,-1.10747
chr10,113325470,113325631,162,4.41754097420465,4.30407046410992,4.21907972836723,4.35581430643827,4.07085756208772,5.61400855895519,-1.11639
chr10,113681961,113682079,119,5.3458449796557,5.09149822425755,5.20760637766415,4.91709679921989,5.7389719624093,6.61651245855563,-1.73335
chr10,114101294,114101655,362,6.34712371677106,5.94660449089786,5.92887015086917,6.13711079148242,6.19716437782458,6.20064080883853,-1.1438
chr10,11440337,11440661,325,5.45565667390192,4.99498179527768,5.33904587282243,5.63483449693557,5.84716726611436,6.88282754002162,-4.64913
chr10,114703543,114703893,351,5.55769794375506,5.78281611401814,6.08683989143552,5.92227342434508,5.66993264961427,5.30797416634098,-2.89857
chr10,11552223,11552367,145,4.00087951894663,3.93934587329365,4.75933181997982,4.91709679921989,5.26431004855217,5.86634904673339,-5.59197
chr10,11554158,11554287,130,5.1850792633522,4.52753893578714,3.84740857212084,3.84692295857022,4.2070483273967,5.64807244773773,-6.94073
chr10,11578878,11579011,134,4.18221620688007,4.72099052511635,4.79640347582184,4.85777088513219,5.26431004855217,6.10577764125669,-6.45384
chr10,116723778,116724352,575,7.18722283318617,7.35020241554189,7.52028963989038,7.29280552496144,6.85546034300675,6.73218210375801,-3.84948
chr10,116787975,116788373,399,6.85446237299958,6.76965407993908,6.84802911940919,6.30197702019088,5.62199985825705,6.66722479552961,-1.6417
chr10,116797085,116797372,288,6.49163535150198,5.78281611401814,5.54911526315774,6.03368745255404,6.2921105766085,6.20064080883853,-1.20637
chr10,117365730,117365909,180,4.85176219576804,4.30407046410992,4.86780584734532,5.18185881142586,5.62199985825705,5.07742355520351,-1.51246
chr10,11758005,11758363,359,7.20829479639744,7.33056111211627,7.30564933763145,6.96757424164388,6.82402831838308,7.39516204749454,-2.078
chr10,117653265,117653398,134,4.61980979914175,4.52753893578714,5.03223032427034,5.02889619207963,5.26431004855217,6.33217553610569,-4.76176
chr10,118147633,118147749,117,5.0041256049695,4.94418900722656,4.64203384387625,4.43912646583932,4.07085756208772,4.30176427911551,-5.05701
chr10,118237325,118237460,136,5.26770031576371,4.94418900722656,4.27268075659645,4.51788907918208,4.65100076405157,3.91090635854622,-1.28389
chr10,118362159,118362322,164,4.41754097420465,4.22116499098296,3.98222123693822,4.07242311967601,4.83043671359139,5.77681309651547,-4.28776
chr10,118948901,118949040,140,4.85176219576804,4.38246950909199,4.51434818930097,4.73125719157401,4.99000367730524,5.61400855895519,-7.10372
chr10,119198036,119198214,179,4.5554870779691,4.0395282381823,4.96869114014734,4.85777088513219,5.82616761454982,5.89500070372433,-1.51804
chr10,119221810,119221954,145,4.18221620688007,4.59494646068245,4.86780584734532,4.85777088513219,5.86786563016831,6.03029855124611,-3.071
chr10,119253972,119254094,123,4.34328410015616,4.78010995658671,5.31369855443255,5.27550766882142,6.13020760011796,6.28964931974084,-4.49438
chr10,119268821,119269507,687,9.53287524575691,9.78173685842724,9.79414341862971,8.50671574744696,8.83298709252473,7.79544567031353,-1.13098
chr10,119292914,119293201,288,5.95678047028451,6.13955122013892,6.07179891782162,5.89302161873041,5.46783474570266,5.64807244773773,-1.5377
chr10,119315199,119315879,681,6.89401504015227,6.99847836696587,8.38561788854424,8.13420948021816,8.91731915103992,8.59238097021307,-1.91669
chr10,119333200,119333571,372,5.95678047028451,6.22713825241755,6.83917377586432,7.11420530383292,7.26737978147617,6.65051796902704,-7.497
chr10,119341515,119341725,211,5.79904587594266,5.13743833533723,6.41944615758701,6.68993433514084,6.35210522084082,6.26790670429082,-1.20079
chr10,119496351,119496653,303,5.8535628753285,5.86703340583917,6.66971340487924,6.99536692290475,6.71401530198311,7.25851532475915,-3.20093
chr10,119499466,119499607,142,5.3833852889155,5.26708378094173,6.3587782528382,6.2336133305043,6.72540187205158,6.71621490433421,-1.9989
chr10,119602629,119602883,255,5.71320157740104,5.92056540055765,6.11645942453937,6.40917588200924,6.36672200343441,6.47185918539295,-5.02225
chr10,119608315,119608751,437,5.82656187343657,6.18400931802887,6.34633240864353,6.36724725546697,6.50528001495354,6.52781743804873,-4.71015
chr10,119642639,119642800,162,5.74238759125376,5.63051258696459,5.788724061649,6.00663015093695,5.86786563016831,5.39078053777647,-1.49082
chr10,119705280,119705704,425,5.68341291181255,5.59802282018045,5.94546857840904,5.5623612593589,6.42375175530746,7.89099673829952,-2.62874
chr10,119737381,119738106,726,6.14339664747794,6.28950648474724,7.1496539501933,6.95347450909365,7.45005639106786,6.97963837041038,-1.29434
chr10,120942958,120943261,304,6.16511368901273,6.18400931802887,6.01001607927171,6.11194169592212,6.27671381947735,6.61651245855563,-2.43176
chr10,12112726,12113454,729,6.63858863960213,6.76965407993908,7.29273452109896,7.35848268451554,7.82824785525053,7.5382575690875,-3.59491
chr10,121920821,121920972,152,4.48816214665559,4.59494646068245,3.98222123693822,3.42460792612136,2.93638876160312,3.52749053855301,-7.69801
chr10,12215049,12215185,137,4.79717580479719,5.22514991193933,5.03223032427034,4.97407918963914,4.60242404634431,4.11953153925728,-3.42485
chr10,122301302,122301410,109,4.18221620688007,5.04404697902808,4.83254635042426,4.35581430643827,3.92045733068055,5.34997137521807,-1.48654
chr10,12322666,12322925,260,4.74044256596768,4.72099052511635,4.46914519981333,4.79590038372914,5.54697556636532,5.34997137521807,-1.07485
chr10,123241255,123242198,944,9.00415301954664,9.05127355556482,8.9206462678379,8.3104946300925,8.21097528346305,7.26949858771138,-5.6547
chr10,123287896,123288182,287,5.09743764743477,5.26708378094173,5.28789792196659,5.92227342434508,6.55718012871524,6.58168602134824,-3.64544
chr10,12365953,12366467,515,6.384631195422,6.63201412976061,6.38335239626276,6.21008608836,6.07786843416756,6.61651245855563,-1.89446
chr10,12413116,12413467,352,5.49047854536449,6.11679762994236,6.54456256371844,6.13711079148242,5.80485777460951,6.05589953392676,-1.21331
chr10,124153025,124153652,628,6.94511965570939,7.14060650326986,7.03800280854357,7.25881060975668,7.5622554695741,7.62633218923819,-2.09107
chr10,124225599,124225880,282,6.97000875932429,6.38781206428582,5.12258158197296,5.5623612593589,4.83043671359139,5.64807244773773,-1.04474
chr10,124233142,124233527,386,6.50872246882592,6.46190152091169,6.05659947936318,6.08632569495143,5.62199985825705,6.08105413051901,-1.01852
chr10,124388938,124389493,556,8.02488685314577,8.07184526222551,8.17303392845966,7.9261437399567,7.94486114429028,7.63485099718628,-1.2351
chr10,124626903,124627442,540,6.84103345331261,7.17405366255787,7.59056855264456,7.50101501538176,7.37973642161155,7.50146493899884,-2.76206
chr10,124678258,124679181,924,7.52617417923498,7.96761498255103,8.02861380046536,7.9476425072849,7.72991948912786,7.51075143652945,-3.35862
chr10,124908827,124909060,234,5.05153591069484,5.09149822425755,4.90222412008915,4.73125719157401,4.74350662257495,4.53809530714057,-3.62454
chr10,12547345,12548224,880,7.55935387252016,7.48956115140532,7.48666128336185,7.37972704645725,7.27514866721938,7.05774324925009,-7.61563
chr10,12710953,12711345,393,6.54230129789943,6.30971079566048,6.24270043253731,6.58409361174681,6.8026866207154,7.08286599775492,-3.36566
chr10,127374788,127374947,160,5.05153591069484,5.34746305612683,5.26162746547885,4.85777088513219,4.65100076405157,4.60898768483527,-3.27727
chr10,128095425,128095681,257,4.68138667304556,5.30783313422568,5.41252055780169,5.80152978594899,6.07786843416756,5.46909095866131,-2.54081
chr10,12915824,12915935,112,4.90435831019157,5.09149822425755,5.20760637766415,5.08170637305998,4.95173580924519,5.50670775371092,-2.78838
chr10,132159468,132159578,111,6.55880210742473,7.04742677067938,5.7514519706627,5.92227342434508,4.74350662257495,5.02653780538171,-1.24512
chr10,132162067,132162451,385,7.41274622548891,7.57550910005981,7.03024296608058,6.7885381444907,6.2921105766085,6.08105413051901,-6.11556
chr10,132555371,132555486,116,5.65299618092312,5.46021195551005,5.80700512072057,5.70384054759933,5.38409929442356,4.97379142134904,-1.41469
chr10,132616300,132616596,297,7.12209485107786,7.11786968227145,6.87427361980378,6.40917588200924,6.21342904404007,6.8244431221453,-4.20437
chr10,133144005,133144331,327,5.98147091923654,6.11679762994236,6.13104422780216,6.34581694800461,6.51843112884217,6.54599803884076,-4.33779
chr10,133261303,133261662,360,7.75820474057798,7.76302775720714,7.70221785328623,7.48149530360623,7.45690348767666,7.8105640726386,-2.15308
chr10,13371658,13372311,654,7.38525374542218,7.53317507020514,7.35618262940673,7.15173800380446,7.2117936674539,6.47185918539295,-2.46116
chr10,13621277,13621405,129,5.30730167861674,4.22116499098296,4.16341013839067,4.66358108840994,5.02728265415018,5.12657547848994,-2.90693
chr10,13718207,13718362,156,5.95678047028451,6.18400931802887,5.788724061649,5.59905291350124,5.13366646090116,5.34997137521807,-2.94138
chr10,13778071,13778406,336,6.59124811249179,6.09367942122925,5.71319135861211,5.95094389355151,6.07786843416756,6.03029855124611,-1.33236
chr10,13862399,13862896,498,5.30730167861674,5.66228676366821,6.80319863561284,6.58409361174681,6.24541840752564,5.26471765824128,-1.94671
chr10,14016086,14016310,225,4.85176219576804,5.56478448745506,5.7514519706627,5.52471203007689,5.38409929442356,5.22012398925123,-2.61953
chr10,1420822,1421160,339,6.74335912143182,6.64797216542187,6.73799930851125,6.58409361174681,6.35210522084082,6.99295303730738,-1.12268
chr10,1426555,1426745,191,5.82656187343657,5.69337619404835,4.68220219596889,4.85777088513219,4.65100076405157,5.77681309651547,-1.17533
chr10,14390256,14390721,466,5.1850792633522,5.81143827741664,6.29544673486422,6.21008608836,6.95554719704567,7.76472511035396,-6.39553
chr10,14409238,14409721,484,5.52447970279751,5.42359938174521,5.03223032427034,6.03368745255404,6.35210522084082,7.5382575690875,-2.83341
chr10,14506852,14508114,1263,8.76912030827321,8.74864531759858,8.96812673860036,7.8821605451301,7.43626392996239,6.96619967659956,-2.6117
chr10,14528550,14528694,145,6.09895652643656,6.07018471765236,6.17393430759891,5.70384054759933,5.41255455238495,5.26471765824128,-2.62434
chr10,14569447,14569979,533,7.98880748412935,7.55025803754904,7.64239161756087,7.57655538852712,7.47725193055966,6.49075412872458,-3.61793
chr10,14588699,14588814,116,5.26770031576371,5.30783313422568,5.48243390936458,5.63483449693557,5.7832284450728,5.74568886531846,-11.8113
chr10,14653653,14654557,905,7.88139229510813,8.11840540984713,7.69732600599029,7.30396145529138,7.18729939896998,6.58168602134824,-4.78511
chr10,14723187,14723918,732,7.27971339805951,7.21747679766091,7.43470171576783,7.40066310954867,7.37251217141782,6.77905000418689,-2.09894
chr10,14742613,14743058,446,5.26770031576371,5.22514991193933,5.7514519706627,5.83267621775595,6.40970427035666,6.50940480118709,-4.5917
chr10,15188667,15189030,364,5.88006780552379,5.78281611401814,6.54456256371844,6.67282468870204,7.30581249561156,6.3734840196726,-1.57299
chr10,15254258,15254991,734,6.57511632128753,6.72521732870754,7.02244115983982,6.95347450909365,6.92624339273311,7.04501589176483,-1.68933
chr10,15556300,15556434,135,4.61980979914175,4.22116499098296,4.42247995627228,4.66358108840994,4.44603446313786,5.77681309651547,-1.57946
chr10,15802438,15802576,139,4.00087951894663,4.30407046410992,4.51434818930097,4.85777088513219,4.74350662257495,6.10577764125669,-3.75818
chr10,15851178,15851336,159,3.90087952202163,4.38246950909199,5.00081050308513,4.91709679921989,4.50007001799973,4.97379142134904,-2.72013
chr10,1643163,1643314,152,3.55105515620363,4.0395282381823,4.64203384387625,4.17320001710883,4.60242404634431,5.22012398925123,-1.31715
chr10,16661544,16661878,335,4.74044256596768,4.72099052511635,3.98222123693822,4.97407918963914,4.95173580924519,6.70006900641511,-1.08698
chr10,16779380,16779755,376,5.79904587594266,6.63201412976061,6.64959440907529,6.68993433514084,7.44317664279772,7.6177627806034,-1.24656
chr10,16891206,16892136,931,6.55880210742473,7.1850325888582,8.02471376357945,7.82909244102457,8.835616379703,8.22587490588532,-1.87896
chr10,16915451,16915951,501,5.88006780552379,6.46190152091169,6.39548426098165,6.2336133305043,6.02355875702716,6.00423505294317,-1.13165
chr10,16996007,16996468,462,6.52560957486019,6.51507388896396,6.46620806029181,5.70384054759933,6.05999141235711,5.26471765824128,-1.16797
chr10,17062781,17063033,253,5.22698115723112,5.34746305612683,5.52722881231128,5.5623612593589,5.66993264961427,5.43046702554421,-3.54542
chr10,17144240,17145018,779,6.00574591317917,6.40669417652638,6.18795225328542,6.56567320772691,6.95554719704567,7.15571138973496,-2.23192
chr10,17238148,17239383,1236,7.33823565594646,7.15184193616818,8.05944026458661,7.94051178907806,7.39407729380244,6.49075412872458,-1.59658
chr10,17257719,17257956,238,5.55769794375506,5.97218192383445,6.33377826163315,6.34581694800461,6.39551865937015,6.33217553610569,-5.30528
chr10,17290325,17290827,503,6.34712371677106,6.34928987355253,6.54456256371844,6.81996327386134,7.42931793513848,7.34412566143047,-3.89294
chr10,17430795,17430942,148,5.41997348582663,5.53076227966826,5.50500521105183,5.86316441301823,6.22951238783413,5.77681309651547,-2.21651
chr10,17506495,17506982,488,6.14339664747794,5.72380976969294,5.92887015086917,5.86316441301823,6.24541840752564,6.65051796902704,-1.49761
chr10,17655428,17656181,754,6.65402979031363,6.93486079972947,6.94201085692133,6.7068434456073,6.70253814720537,5.89500070372433,-3.00559
chr10,17675719,17675859,141,4.26499676518453,4.38246950909199,4.21907972836723,4.79590038372914,5.41255455238495,4.74110666975992,-1.53037
chr10,17975877,17975995,119,4.74044256596768,4.72099052511635,4.51434818930097,3.96407440613584,3.66062331636281,5.50670775371092,-3.79449
chr10,182994,183118,125,3.90087952202163,3.93934587329365,3.84740857212084,3.84692295857022,4.2070483273967,5.54336860192447,-8.05452
chr10,18698523,18698738,216,5.3833852889155,5.18196059644465,5.26162746547885,4.85777088513219,4.78762631941209,5.97769201914679,-1.56837
chr10,21581439,21581880,442,4.95510419198722,5.72380976969294,5.28789792196659,5.32014692742487,5.44045940638668,6.88282754002162,-1.39407
chr10,21702642,21703533,892,7.48359681589269,7.74087818340423,7.40500562862887,6.95347450909365,6.54437908692451,6.47185918539295,-11.4955
chr10,21724803,21725129,327,5.65299618092312,6.58305277794901,6.21558602905522,6.11194169592212,5.90839223176178,4.97379142134904,-1.49493
chr10,21727533,21728008,476,6.43912510347302,6.44373279965767,6.44301656164494,6.2336133305043,5.96712436924527,5.97769201914679,-4.68372
chr10,22103807,22104016,210,5.22698115723112,5.59802282018045,5.61285028350543,5.70384054759933,5.84716726611436,5.30797416634098,-2.02048
chr10,22222382,22222512,131,3.55105515620363,3.93934587329365,3.61815246660386,4.26739461708537,4.91242515280654,5.57912088811703,-3.17403
chr10,22308432,22308632,201,4.68138667304556,3.83168412667926,5.03223032427034,4.59257340960083,6.13020760011796,6.63361540370859,-1.02337
chr10,22333040,22333510,471,6.57511632128753,6.56635598357587,6.50031093389997,6.11194169592212,5.96712436924527,5.71387833697733,-5.29725
chr10,22378938,22379517,580,5.3458449796557,5.92056540055765,5.86049819415542,6.18616879804727,7.55589162347961,7.45411406687634,-1.68275
chr10,22606318,22606600,283,6.45684172959059,6.26901519759322,6.25606889982045,6.06024663062615,6.18071425409363,6.66722479552961,-1.2381
chr10,22701231,22701591,361,5.71320157740104,6.26901519759322,6.65968897768701,6.2336133305043,6.14724037160272,5.50670775371092,-1.02169
chr10,23335262,23335633,372,4.34328410015616,4.72099052511635,5.03223032427034,5.52471203007689,6.39551865937015,6.76359592928378,-6.57333
chr10,23365553,23365672,120,4.5554870779691,4.0395282381823,5.84288663640331,5.52471203007689,6.60727781960521,7.04501589176483,-1.92497
chr10,23432568,23432704,137,4.09439508373918,4.52753893578714,4.83254635042426,4.51788907918208,3.92045733068055,2.7762628938461,-6.98566
chr10,23958677,23958838,162,5.22698115723112,4.0395282381823,3.13002406617617,3.42460792612136,3.66062331636281,4.38491774823238,-2.96181
chr10,24603322,24603577,256,5.1850792633522,4.83690183122187,4.51434818930097,4.73125719157401,4.83043671359139,6.56395237909302,-4.32374
chr10,24618444,24618886,443,5.68341291181255,6.16195151493024,6.52260640784378,6.6022817851243,7.01242742770696,6.66722479552961,-3.71855
chr10,24822449,24822879,431,5.09743764743477,5.13743833533723,5.23486975631604,5.32014692742487,6.61953506492198,7.00614594568241,-2.27431
chr10,24894557,24895059,503,6.24885330801161,6.78416729156753,6.96661423422715,6.7885381444907,6.65569408872728,6.85393065576834,-2.71948
chr10,24897396,24897688,293,5.3458449796557,5.63051258696459,6.0412382014485,6.16184830834503,6.47861258621981,5.74568886531846,-2.81526
chr10,26357293,26357516,224,3.55105515620363,4.22116499098296,5.00081050308513,5.32014692742487,5.82616761454982,6.45271348767255,-13.0077
chr10,26430596,26431170,575,6.62298043279602,6.42533234740487,6.67966865867531,6.72355666651413,7.53015175390872,7.80302467512796,-2.8825
chr10,26448520,26449418,899,8.7584450356903,8.75970314772888,8.52742252713258,7.6657372308674,7.68979461297666,6.8244431221453,-4.2828
chr10,26474237,26475098,862,7.35722716497158,7.32063926559516,7.36854414890716,7.28156265644697,7.27514866721938,7.15571138973496,-1.91533
chr10,26682837,26683334,498,7.14413247498907,7.42619805024475,7.41099394800153,6.32406350103948,6.18071425409363,5.64807244773773,-2.24384
chr10,26726233,26726370,138,5.09743764743477,5.18196059644465,5.6738883590044,5.5623612593589,5.59742272183487,5.77681309651547,-1.07615
chr10,26881878,26882266,389,6.18650866373153,6.22713825241755,6.10172567035567,6.21008608836,6.19716437782458,5.74568886531846,-1.20045
chr10,27023492,27023772,281,5.26770031576371,5.42359938174521,5.61285028350543,5.76969606674065,5.86786563016831,4.91904315407099,-4.65351
chr10,27570503,27570841,339,5.22698115723112,5.72380976969294,5.73244849597528,5.66975006450897,5.71632397608075,5.8371168237257,-1.8381
chr10,28250834,28251040,207,5.3833852889155,5.75361459136555,5.52722881231128,5.36344633056216,5.46783474570266,4.97379142134904,-1.27374
chr10,28291840,28292335,496,6.42118820532819,6.22713825241755,6.64959440907529,6.65550969257574,7.42233833629558,7.15571138973496,-1.09957
chr10,28381737,28382241,505,7.60773508054703,7.38870056982645,7.54228081504789,7.23569399441385,7.27514866721938,6.89706179162632,-1.54373
chr10,28476549,28476723,175,4.79717580479719,5.34746305612683,4.75933181997982,4.26739461708537,4.07085756208772,4.80288962041418,-3.55235
chr10,28546339,28546475,137,5.55769794375506,5.46021195551005,5.26162746547885,4.73125719157401,5.13366646090116,3.91090635854622,-1.48145
chr10,28594000,28594740,741,7.5511302133712,7.55872426033733,7.52581893976785,7.11420530383292,7.05817240381269,6.66722479552961,-4.33345
chr10,28705643,28705798,156,5.68341291181255,4.72099052511635,4.51434818930097,4.79590038372914,4.83043671359139,5.71387833697733,-2.22625
chr10,29590344,29590952,609,6.60720151560121,6.24822866433812,6.58749716495101,7.00906502975229,7.21986687236061,6.45271348767255,-4.888
chr10,29600100,29600316,217,4.95510419198722,5.38603340991896,5.36395553183076,5.97905568321314,6.22951238783413,5.30797416634098,-1.65534
chr10,29714507,29714660,154,3.67732563802929,4.72099052511635,5.54911526315774,5.18185881142586,5.94781144146432,5.22012398925123,-1.03975
chr10,29998270,29998563,294,6.82747835893505,6.63201412976061,6.24270043253731,6.36724725546697,6.60727781960521,6.52781743804873,-1.46097
chr10,30048093,30048446,354,6.42118820532819,6.64797216542187,6.59803409836152,6.46986894435286,6.27671381947735,6.00423505294317,-9.05011
chr10,3058178,3058300,123,5.22698115723112,4.52753893578714,4.60071499189284,4.43912646583932,4.3898960100046,5.17410784550266,-1.43485
chr10,30682312,30682673,362,5.55769794375506,5.72380976969294,5.96187820858014,5.66975006450897,6.35210522084082,7.00614594568241,-1.99698
chr10,3095351,3095990,640,5.52447970279751,6.34928987355253,7.33743945638238,6.96757424164388,8.51971890626663,8.48810595373705,-2.6493
chr10,31004946,31005267,322,4.74044256596768,4.89154250163211,5.00081050308513,5.40548397193827,6.14724037160272,6.15398879034033,-5.16511
chr10,31095724,31095846,123,4.41754097420465,2.92961055555459,3.84740857212084,4.26739461708537,5.29520265614761,5.50670775371092,-1.3056
