ID ATACchr ATACstart ATACend AT0 AT20 AT1H AT2H AT4H AT24H baitID baitchr baitstart baitend otherEndID otherEndchr otherEndstart otherEndend T0 T20 T1H T4H T24H ENSG ENSGchr ENSGstart ENSGend ET0_a ET20_a ET1H_a ET2H_a ET4H_a ET24H_a BIC_chic BIC_atacseq BIC_gene
334 chr10 110311597 110311763 5.3458449796557 4.45682687705648 4.37425468318362 5.63483449693557 5.35507148219508 5.68135056170934 97278 chr10 110495375 110503186 97230 chr10 110308227 110317618 5.15519802491191 5.28468585469897 5.3608799550811 5.70539288258269 5.80307207159392 ENSG00000138166 chr10 110497838 110511544 10.6857993582228 10.6970519532331 10.9995356950079 11.2758693234769 11.9287756478743 10.2987921649838 1.58834056240936 1.79195007193608 0.975236302568597
335 chr10 110353515 110354103 7.22906340852851 7.60850405750809 8.00108951176437 7.36914396928379 7.97379295947042 7.51997853982668 97278 chr10 110495375 110503186 97251 chr10 110352109 110356065 5.64428352619391 5.44335477102346 5.59142921297808 6.129030687652 6.19788510545271 ENSG00000273143 chr10 110428840 110496204 5.21006059798626 4.7080151957708 5.14106158604513 4.94953995722502 6.0233249630486 5.75537289450695 -2.9626704680772 1.79177895300234 -2.71389211001112
335 chr10 110353515 110354103 7.22906340852851 7.60850405750809 8.00108951176437 7.36914396928379 7.97379295947042 7.51997853982668 97278 chr10 110495375 110503186 97251 chr10 110352109 110356065 5.64428352619391 5.44335477102346 5.59142921297808 6.129030687652 6.19788510545271 ENSG00000138166 chr10 110497838 110511544 10.6857993582228 10.6970519532331 10.9995356950079 11.2758693234769 11.9287756478743 10.2987921649838 -2.9626704680772 1.79177895300234 0.975236302568597
336 chr10 110354189 110354710 7.44860641005192 7.35992369286846 7.37468541501882 7.34774202765329 7.77992121898009 7.46370938653387 97278 chr10 110495375 110503186 97251 chr10 110352109 110356065 5.64428352619391 5.44335477102346 5.59142921297808 6.129030687652 6.19788510545271 ENSG00000273143 chr10 110428840 110496204 5.21006059798626 4.7080151957708 5.14106158604513 4.94953995722502 6.0233249630486 5.75537289450695 -2.9626704680772 1.79176582931615 -2.71389211001112
336 chr10 110354189 110354710 7.44860641005192 7.35992369286846 7.37468541501882 7.34774202765329 7.77992121898009 7.46370938653387 97278 chr10 110495375 110503186 97251 chr10 110352109 110356065 5.64428352619391 5.44335477102346 5.59142921297808 6.129030687652 6.19788510545271 ENSG00000138166 chr10 110497838 110511544 10.6857993582228 10.6970519532331 10.9995356950079 11.2758693234769 11.9287756478743 10.2987921649838 -2.9626704680772 1.79176582931615 0.975236302568597
337 chr10 110356105 110357710 8.68518353927718 8.52496127434294 9.14021209242594 8.55886904881022 8.93213636256215 9.24030924376335 97278 chr10 110495375 110503186 97252 chr10 110356065 110361397 5.47918945927483 5.27011078610986 5.33080050467813 6.37195414061773 6.66574811825688 ENSG00000138166 chr10 110497838 110511544 10.6857993582228 10.6970519532331 10.9995356950079 11.2758693234769 11.9287756478743 10.2987921649838 -4.19424829746598 1.7918230866275 0.975236302568597
337 chr10 110356105 110357710 8.68518353927718 8.52496127434294 9.14021209242594 8.55886904881022 8.93213636256215 9.24030924376335 97278 chr10 110495375 110503186 97252 chr10 110356065 110361397 5.47918945927483 5.27011078610986 5.33080050467813 6.37195414061773 6.66574811825688 ENSG00000273143 chr10 110428840 110496204 5.21006059798626 4.7080151957708 5.14106158604513 4.94953995722502 6.0233249630486 5.75537289450695 -4.19424829746598 1.7918230866275 -2.71389211001112
339 chr10 110364600 110364871 5.71320157740104 5.09149822425755 4.79640347582184 5.86316441301823 6.8026866207154 6.91115697297451 97278 chr10 110495375 110503186 97254 chr10 110361573 110365716 4.8088930244122 5.00059793209445 4.87482204955793 5.27977757807654 5.99020615894255 ENSG00000138166 chr10 110497838 110511544 10.6857993582228 10.6970519532331 10.9995356950079 11.2758693234769 11.9287756478743 10.2987921649838 0.315076072554152 -0.892557846285005 0.975236302568597
339 chr10 110364600 110364871 5.71320157740104 5.09149822425755 4.79640347582184 5.86316441301823 6.8026866207154 6.91115697297451 97278 chr10 110495375 110503186 97254 chr10 110361573 110365716 4.8088930244122 5.00059793209445 4.87482204955793 5.27977757807654 5.99020615894255 ENSG00000273143 chr10 110428840 110496204 5.21006059798626 4.7080151957708 5.14106158604513 4.94953995722502 6.0233249630486 5.75537289450695 0.315076072554152 -0.892557846285005 -2.71389211001112
340 chr10 110368107 110368335 5.8535628753285 4.22116499098296 5.12258158197296 5.18185881142586 4.87201328078305 5.64807244773773 97278 chr10 110495375 110503186 97255 chr10 110365716 110368816 4.3148046109534 4.34280272585193 4.75840986024748 5.06314051887906 5.50108883992404 ENSG00000138166 chr10 110497838 110511544 10.6857993582228 10.6970519532331 10.9995356950079 11.2758693234769 11.9287756478743 10.2987921649838 -3.67953253698742 1.75600088268914 0.975236302568597
340 chr10 110368107 110368335 5.8535628753285 4.22116499098296 5.12258158197296 5.18185881142586 4.87201328078305 5.64807244773773 97278 chr10 110495375 110503186 97255 chr10 110365716 110368816 4.3148046109534 4.34280272585193 4.75840986024748 5.06314051887906 5.50108883992404 ENSG00000273143 chr10 110428840 110496204 5.21006059798626 4.7080151957708 5.14106158604513 4.94953995722502 6.0233249630486 5.75537289450695 -3.67953253698742 1.75600088268914 -2.71389211001112
341 chr10 110387961 110388546 6.57511632128753 6.34928987355253 6.17393430759891 6.86585363435204 7.93508682034359 7.23629472317395 97278 chr10 110495375 110503186 97258 chr10 110382991 110404143 4.51507975141296 5.12779824057264 4.68916122038429 5.07497267786355 5.64990288063215 ENSG00000138166 chr10 110497838 110511544 10.6857993582228 10.6970519532331 10.9995356950079 11.2758693234769 11.9287756478743 10.2987921649838 1.19087493318996 -0.275084381783285 0.975236302568597
341 chr10 110387961 110388546 6.57511632128753 6.34928987355253 6.17393430759891 6.86585363435204 7.93508682034359 7.23629472317395 97278 chr10 110495375 110503186 97258 chr10 110382991 110404143 4.51507975141296 5.12779824057264 4.68916122038429 5.07497267786355 5.64990288063215 ENSG00000273143 chr10 110428840 110496204 5.21006059798626 4.7080151957708 5.14106158604513 4.94953995722502 6.0233249630486 5.75537289450695 1.19087493318996 -0.275084381783285 -2.71389211001112
343 chr10 110426018 110426392 5.59016851333716 5.46021195551005 5.80700512072057 5.44633131059593 6.87604090969442 7.37496362614752 97278 chr10 110495375 110503186 97263 chr10 110416214 110430721 4.67713574054793 4.94436151138938 5.14763061352186 5.58689563271521 6.1125125478762 ENSG00000273143 chr10 110428840 110496204 5.21006059798626 4.7080151957708 5.14106158604513 4.94953995722502 6.0233249630486 5.75537289450695 -4.0479651287013 0.634866619075305 -2.71389211001112
343 chr10 110426018 110426392 5.59016851333716 5.46021195551005 5.80700512072057 5.44633131059593 6.87604090969442 7.37496362614752 97278 chr10 110495375 110503186 97263 chr10 110416214 110430721 4.67713574054793 4.94436151138938 5.14763061352186 5.58689563271521 6.1125125478762 ENSG00000138166 chr10 110497838 110511544 10.6857993582228 10.6970519532331 10.9995356950079 11.2758693234769 11.9287756478743 10.2987921649838 -4.0479651287013 0.634866619075305 0.975236302568597
495 chr10 114471022 114471794 7.59978338010095 7.48956115140532 7.82839219176318 7.16403500929859 7.43626392996239 7.42493915155481 98514 chr10 114524666 114527106 98497 chr10 114469823 114472638 6.65477602427443 6.50755559636745 6.8494451833009 6.28907593024772 6.36716141758356 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 -2.4755819095917 1.79177276303355 -11.5844450041116
495 chr10 114471022 114471794 7.59978338010095 7.48956115140532 7.82839219176318 7.16403500929859 7.43626392996239 7.42493915155481 98516 chr10 114527369 114541292 98497 chr10 114469823 114472638 5.45653266624493 5.35249793272289 5.73821813209226 5.45108808525787 5.50108883992404 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 1.60957329598631 1.79177276303355 -11.5844450041116
495 chr10 114471022 114471794 7.59978338010095 7.48956115140532 7.82839219176318 7.16403500929859 7.43626392996239 7.42493915155481 98515 chr10 114527106 114527369 98497 chr10 114469823 114472638 6.19536110126866 6.39325619838607 6.53988341216843 6.66292347928473 6.40355752073805 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 1.60987131970144 1.79177276303355 -11.5844450041116
496 chr10 114487378 114487680 5.45565667390192 5.66228676366821 6.24270043253731 5.08170637305998 6.16407439466762 6.28964931974084 98516 chr10 114527369 114541292 98505 chr10 114486646 114488210 6.8508904102859 6.96069425106389 7.15177765704288 6.96821530817779 7.26257415923191 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 1.60982634876213 1.79178882901705 -11.5844450041116
497 chr10 114492567 114493131 6.86776744528962 7.09476878431112 7.01459693348786 6.93923561601936 7.2036750311953 7.08286599775492 98516 chr10 114527369 114541292 98506 chr10 114488210 114497145 7.15212575850291 7.31042056856253 7.49032417377726 7.50365867622932 7.61790091319341 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 -3.74002229051882 1.79176467412383 -11.5844450041116
503 chr10 114544345 114544748 7.33823565594646 7.39816670450172 8.36417245678356 7.15173800380446 7.70712781479912 7.51075143652945 98505 chr10 114486646 114488210 98518 chr10 114542971 114547979 5.91730632694984 6.53922443718938 6.54568750412416 6.51277061496729 6.72447298640776 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 -1.9298984831495 1.79177689661393 -11.5844450041116
503 chr10 114544345 114544748 7.33823565594646 7.39816670450172 8.36417245678356 7.15173800380446 7.70712781479912 7.51075143652945 98515 chr10 114527106 114527369 98518 chr10 114542971 114547979 7.64181704625569 7.88134663745171 7.69842536484605 7.72244989390289 7.28225451358574 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 1.60959399930156 1.79177689661393 -11.5844450041116
503 chr10 114544345 114544748 7.33823565594646 7.39816670450172 8.36417245678356 7.15173800380446 7.70712781479912 7.51075143652945 98514 chr10 114524666 114527106 98518 chr10 114542971 114547979 7.65030729766043 7.76218904550265 7.82428604864786 7.57176426237558 7.31447001558043 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 0.671430738287224 1.79177689661393 -11.5844450041116
503 chr10 114544345 114544748 7.33823565594646 7.39816670450172 8.36417245678356 7.15173800380446 7.70712781479912 7.51075143652945 98506 chr10 114488210 114497145 98518 chr10 114542971 114547979 6.71094257035281 6.64548988687183 6.57642080954534 6.6774829618688 6.81732912239872 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 1.60954293853127 1.79177689661393 -11.5844450041116
504 chr10 114550493 114550669 5.49047854536449 5.49591832898772 5.54911526315774 5.80152978594899 4.99000367730524 5.12657547848994 98506 chr10 114488210 114497145 98519 chr10 114547979 114553041 5.73816750919059 6.23203948242111 6.14357410545391 5.84071975352688 6.15583023266063 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 0.553618834137922 1.79176583672763 -11.5844450041116
507 chr10 114694173 114694353 5.45565667390192 4.52753893578714 5.84288663640331 5.66975006450897 5.09906955571742 4.86213503347827 98514 chr10 114524666 114527106 98561 chr10 114692045 114694784 4.92560159367678 5.02940275864102 5.02486235180442 4.44336752960508 4.10173416597173 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 -5.19909816760846 1.60719794862837 -11.5844450041116
507 chr10 114694173 114694353 5.45565667390192 4.52753893578714 5.84288663640331 5.66975006450897 5.09906955571742 4.86213503347827 98515 chr10 114527106 114527369 98561 chr10 114692045 114694784 4.59885220683518 5.02066723478574 4.70749102003048 4.69412923093652 3.97847028627908 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 1.60960225283582 1.60719794862837 -11.5844450041116
508 chr10 114703543 114703893 5.55769794375506 5.78281611401814 6.08683989143552 5.92227342434508 5.66993264961427 5.30797416634098 98514 chr10 114524666 114527106 98565 chr10 114699134 114704540 4.6882552974314 4.88930182539686 4.84751464122165 4.6244311088924 4.1596292443269 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 1.60959108065517 -1.10680808174365 -11.5844450041116
508 chr10 114703543 114703893 5.55769794375506 5.78281611401814 6.08683989143552 5.92227342434508 5.66993264961427 5.30797416634098 98515 chr10 114527106 114527369 98565 chr10 114699134 114704540 4.73218191615024 4.85190092993778 4.58859262046185 4.32587416908653 4.1596292443269 ENSG00000099204 chr10 114431113 114685003 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 1.60960545238072 -1.10680808174365 -11.5844450041116
819 chr10 125745167 125745287 5.30730167861674 4.52753893578714 3.77496356549752 4.59257340960083 4.14055940358442 4.30176427911551 101750 chr10 125819844 125823329 101728 chr10 125735359 125745750 4.62915061861609 4.39354617036525 4.47848129667384 4.29831037160986 4.93196671200581 ENSG00000107949 chr10 125823546 125853695 10.0967291124919 10.1715641269128 9.82019240829733 10.190661630825 10.8906170356823 11.6281656869697 1.60989912157983 1.79200204588822 -9.51259831307074
853 chr10 127945300 127945876 6.14339664747794 6.40669417652638 6.62919087260279 6.58409361174681 7.40119462434726 6.33217553610569 102382 chr10 127986294 127989968 102369 chr10 127944089 127948078 5.89602574281331 5.63363937568717 5.7693404091736 6.3164098720117 6.49635055484408 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 -1.3635041322993 1.77773174917108 0.969422053163903
853 chr10 127945300 127945876 6.14339664747794 6.40669417652638 6.62919087260279 6.58409361174681 7.40119462434726 6.33217553610569 102385 chr10 127996198 128011549 102369 chr10 127944089 127948078 4.35363706006019 4.62247857412309 4.09432873396272 4.47274898761702 5.30979470428546 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 1.60972092504395 1.77773174917108 0.969422053163903
854 chr10 127990377 127991650 7.18722283318617 7.24920739985432 8.45681523328282 7.77399748649019 9.38404226510357 8.91967474739653 102385 chr10 127996198 128011549 102383 chr10 127989968 127993723 7.80845990119854 7.78915708327503 7.52530819666323 7.804995740959 7.81542819084521 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 -1.17496521691932 1.38521771822848 0.969422053163903
854 chr10 127990377 127991650 7.18722283318617 7.24920739985432 8.45681523328282 7.77399748649019 9.38404226510357 8.91967474739653 102358 chr10 127905977 127910253 102383 chr10 127989968 127993723 4.0070605864998 3.9383143836051 4.48396237667653 5.28276939286468 5.43229139878584 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 -3.07304946606658 1.38521771822848 0.969422053163903
855 chr10 127991852 127991982 4.85176219576804 5.49591832898772 5.03223032427034 5.44633131059593 5.13366646090116 6.24583138906707 102385 chr10 127996198 128011549 102383 chr10 127989968 127993723 7.80845990119854 7.78915708327503 7.52530819666323 7.804995740959 7.81542819084521 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 -1.17496521691932 1.79177326496345 0.969422053163903
855 chr10 127991852 127991982 4.85176219576804 5.49591832898772 5.03223032427034 5.44633131059593 5.13366646090116 6.24583138906707 102358 chr10 127905977 127910253 102383 chr10 127989968 127993723 4.0070605864998 3.9383143836051 4.48396237667653 5.28276939286468 5.43229139878584 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 -3.07304946606658 1.79177326496345 0.969422053163903
859 chr10 128064189 128065141 8.31931660388651 7.86212059190223 8.5788639919287 8.37538916084474 9.48295487516101 9.19205925809576 102382 chr10 127986294 127989968 102400 chr10 128061718 128072062 4.8398875802074 5.11564896250082 5.18365719872095 5.45381020293842 5.80307207159392 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 -4.13051095747324 1.47645202192531 0.969422053163903
859 chr10 128064189 128065141 8.31931660388651 7.86212059190223 8.5788639919287 8.37538916084474 9.48295487516101 9.19205925809576 102358 chr10 127905977 127910253 102400 chr10 128061718 128072062 5.0587225343986 5.2382226087725 4.29234517643577 4.98414558143851 5.25772732077286 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 -2.9693256276905 1.47645202192531 0.969422053163903
859 chr10 128064189 128065141 8.31931660388651 7.86212059190223 8.5788639919287 8.37538916084474 9.48295487516101 9.19205925809576 102395 chr10 128045545 128052789 102400 chr10 128061718 128072062 6.51765023413054 6.62155205535089 6.22387110962982 6.62847882395379 6.82629430692681 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 1.60947351990043 1.47645202192531 0.969422053163903
859 chr10 128064189 128065141 8.31931660388651 7.86212059190223 8.5788639919287 8.37538916084474 9.48295487516101 9.19205925809576 102385 chr10 127996198 128011549 102400 chr10 128061718 128072062 4.03145524676956 4.32182399356812 4.57294909050123 4.95206811852043 5.23097156837608 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 -2.92667918584206 1.47645202192531 0.969422053163903
861 chr10 128078542 128078879 6.07621235323144 6.24822866433812 5.96187820858014 6.4895455245074 6.27671381947735 6.26790670429082 102358 chr10 127905977 127910253 102401 chr10 128072062 128080325 4.86990378357035 4.4501876113358 4.93343509939562 4.94818725951279 5.08920157378696 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 1.21419464189516 1.79177279789001 0.969422053163903
861 chr10 128078542 128078879 6.07621235323144 6.24822866433812 5.96187820858014 6.4895455245074 6.27671381947735 6.26790670429082 102382 chr10 127986294 127989968 102401 chr10 128072062 128080325 4.629942988647 4.94436151138938 5.0784510891029 5.33827108795008 5.52331109137723 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 -6.87443288640648 1.79177279789001 0.969422053163903
861 chr10 128078542 128078879 6.07621235323144 6.24822866433812 5.96187820858014 6.4895455245074 6.27671381947735 6.26790670429082 102385 chr10 127996198 128011549 102401 chr10 128072062 128080325 4.66958705863616 4.71856611786701 4.1633146143976 4.74423586722498 5.02834819426362 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 1.24174675863875 1.79177279789001 0.969422053163903
861 chr10 128078542 128078879 6.07621235323144 6.24822866433812 5.96187820858014 6.4895455245074 6.27671381947735 6.26790670429082 102395 chr10 128045545 128052789 102401 chr10 128072062 128080325 5.52565207116835 5.43846073420491 5.50573384444541 5.29966621822354 5.47851893060991 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 1.60971249330781 1.79177279789001 0.969422053163903
862 chr10 128095425 128095681 4.68138667304556 5.30783313422568 5.41252055780169 5.80152978594899 6.07786843416756 5.46909095866131 102358 chr10 127905977 127910253 102408 chr10 128090656 128098397 3.59351951518371 3.92169038416765 3.31106890431059 3.70522447546167 4.51051897783575 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 0.130518275380376 -0.749051727716185 0.969422053163903
865 chr10 128150051 128150519 7.70730631807903 7.6247228065544 7.41099394800153 7.52027414655141 7.58118029303801 7.31261410312362 102382 chr10 127986294 127989968 102432 chr10 128145898 128155224 4.5062106992631 4.3075540315078 4.51465611481074 5.1195990668493 4.71742972988995 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 0.48766828017562 1.24866645780816 0.969422053163903
865 chr10 128150051 128150519 7.70730631807903 7.6247228065544 7.41099394800153 7.52027414655141 7.58118029303801 7.31261410312362 102385 chr10 127996198 128011549 102432 chr10 128145898 128155224 4.01694365743637 4.11778537967343 4.37194454337329 4.26586350431946 4.82868241110519 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 0.271338748611854 1.24866645780816 0.969422053163903
865 chr10 128150051 128150519 7.70730631807903 7.6247228065544 7.41099394800153 7.52027414655141 7.58118029303801 7.31261410312362 102395 chr10 128045545 128052789 102432 chr10 128145898 128155224 4.28604291232977 4.36864474069447 3.97349704761195 4.23639343721953 4.63818977113154 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 0.13046797445044 1.24866645780816 0.969422053163903
867 chr10 128187456 128188045 6.71419295516409 6.54946368676922 6.3587782528382 6.81996327386134 6.70253814720537 6.68374036484234 102395 chr10 128045545 128052789 102438 chr10 128185571 128191075 2.25693920517155 2.78891511264615 3.52164708214087 2.03155964306062 3.6949916507086 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 -4.88486454991742 1.79176840203625 0.969422053163903
868 chr10 128210295 128210976 8.07736854131938 8.11840540984713 8.39471209094129 8.17731100596125 8.30124621125956 8.30806932978532 102395 chr10 128045545 128052789 102442 chr10 128206724 128211729 2.6187310973735 3.2153696147173 3.17811826634283 3.08079862433797 3.12647739505868 ENSG00000132334 chr10 127907061 128085855 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 1.60966776851071 1.79199791101091 0.969422053163903
