ENSG ET01 ET201 ET601 ET2H1 ET4H1 ET24H1 ET02 ET202 ET602 ET2H2 ET4H2 ET24H2 BIC_gene LR_gene
ENSG00000148843 8.9533622883501 9.06818663139182 9.18248523273112 10.5531252087439 12.0871801535606 12.4598290187714 9.51369791924586 9.38414874732311 9.5256336230541 10.6377941033814 12.1228462789997 12.6218556791665 -33.6476491149468 -35.4394085841748
ENSG00000111300 10.3447153200811 11.0763966255447 10.6445827297012 11.273069597488 12.0969688887667 11.9840245426978 11.3672224767256 11.3088947056408 11.0119050539871 11.0739631236683 12.3780074862208 11.9023807348535 -4.20378515892588 -5.99554462815393
ENSG00000080573 6.47677302384108 5.8149093357712 6.3772812723043 6.76859514767817 7.42065615236461 5.27032608436602 5.94132909833282 5.84572236887863 5.40929789103225 7.29809018632186 7.87638286660112 6.50047571305273 -1.95881924937695 -3.75057871860501
ENSG00000067057 10.3137333652175 10.7726729426234 11.1656557812499 13.023618994446 14.1852986580117 12.8534063508958 11.1710093700498 11.1385474260987 11.3323154940476 12.0617236749583 13.6076390892051 13.3352255953867 -12.4479724615953 -14.2397319308233
ENSG00000179988 7.52383873880023 7.61089458340145 7.73583881464324 6.28017125346777 5.35724020626525 6.66180936196326 8.11095838194941 8.04826823260376 7.22257952094821 6.55931479249959 5.93704070726412 6.57495338782038 -11.1819254272415 -12.9736848964696
ENSG00000107937 10.3927575294756 10.5884322856113 10.8815321021854 11.6963803331386 12.5683667428718 12.3939759849316 10.9874533095405 10.9263762175519 10.8687707144234 11.6392963448588 12.8418656363118 12.7970521545409 -18.6669133853418 -20.4586728545699
ENSG00000119965 6.20013201710907 6.7261219098009 6.25332724441689 6.36482977158289 7.31726251561644 8.82764858119032 6.94754160958736 6.30961007293968 6.86633446616328 7.22498864641163 7.49492162183416 8.72217707472199 -13.4197622340938 -15.2115217033218
ENSG00000205740 4.38250151561741 3.39690596703428 4.5387424756969 4.61382684607703 5.30414545255931 5.94125132229053 4.94683155456748 4.57300981357459 5.44409356416404 5.65094013341053 5.37206091640929 5.85204025934815 -7.26938813812438 -9.06114760735244
ENSG00000180817 11.6499813559244 10.9541652964248 10.5139379117154 10.7217736651132 11.870886993901 13.0143722875792 10.8907619369905 11.0656819803559 10.5483353802195 11.3684381515721 12.4065487155923 13.3937297403469 -10.9202324945997 -12.7119919638278
ENSG00000224934 3.61162837213147 3.84265992744772 4.64121733125531 4.78745043599325 4.93654685810158 5.81470771931798 4.71430334454878 4.7428768315425 6.00637253848768 5.57453188294313 5.83321783929663 5.92977912484032 -7.12530228074103 -8.91706174996909
ENSG00000120053 7.32844339514722 8.28443284058366 8.67924910226394 8.97158244966355 9.88791662606182 9.44626723175973 8.52169013300629 8.4713761509077 8.66575158060327 9.24058356452481 10.4393752527021 9.68447663363405 -9.42305157219064 -11.2148110414187
ENSG00000133678 6.25008130211687 6.19877329250309 6.04480614472946 6.6832525490424 6.17183450483437 6.48313567069658 6.04528108155554 6.4633995737975 6.93521789759444 6.73340809374621 6.67793856716201 8.11693210874366 1.11619820587273 -0.675561263355316
ENSG00000107643 11.8335300850886 12.6313036793903 13.0673483834204 12.2050255502778 11.5451991990506 10.6817915552941 12.998163009535 12.930224731907 12.9980874435412 12.0040219512821 11.7259209492178 10.3932748467096 -9.74068475625626 -11.5324442254843
ENSG00000178217 6.4050952505713 7.18891934672178 6.18711333489139 5.26963221471796 5.24902177306963 6.42243613388621 7.43601409109901 7.1474843251485 7.05823545393235 5.04294090386824 5.49055515272846 5.89143324350772 -5.5287532932695 -7.32051276249755
ENSG00000169813 11.63243322771 11.4423528023273 11.473202563815 11.936011986979 12.6997588749999 12.975948011538 11.2542611094629 11.3543987077557 11.5353016371848 12.0058415613078 12.6560992568553 13.2002002851499 -22.9609117597095 -24.7526712289376
ENSG00000173145 7.60924647106231 7.94815098040288 9.28496786622605 10.2254120913333 10.7684469235931 11.1749010376414 8.3153810581706 8.2496610325948 9.46126918199113 10.2608831560064 11.2825642391154 11.3623944065244 -30.4009105897872 -32.1926700590153
ENSG00000226659 5.94101673343021 6.61825595104865 5.9680171651915 5.76109077364433 5.98204530233266 5.85200966402791 5.7288040707579 4.94212578341235 5.73850546960282 4.32245258302496 5.32179680838316 5.1447307953429 1.79149029062476 -0.000269178603296893
ENSG00000125505 9.20624392910747 8.9452271465198 9.32785217039654 9.00713626459335 9.2057908695469 10.4716862242969 7.95509328356087 7.95911884593853 8.15873560256762 8.60012544109125 8.57914734759712 11.013744212541 -14.4281166199853 -16.2198760892133
ENSG00000122359 12.6499506877138 12.7923604115453 12.0806835564747 11.6086894068882 11.0722101917395 11.7281842101218 12.6347371103655 12.5633030097478 11.9975319017819 11.7458442720947 11.2817427547668 12.2218812809521 -14.3044052134932 -16.0961646827213
ENSG00000138166 11.1826051782795 11.0802131989648 11.3753146870667 11.2684987183794 11.920791354819 10.3202119889755 10.1754583996698 10.2970116043773 10.6090084658122 10.4739346002645 11.8312949946781 10.195013940491 -4.01459728894487 -5.80635675817293
ENSG00000273143 5.00366819608579 4.45769851480211 5.06649506706134 4.94240558834877 6.01546173646588 5.77641564823608 5.40326443536364 4.94212578341235 5.2012961200451 5.18676374063618 6.49724695053574 5.35660158480948 -4.77063540617686 -6.56239487540492
ENSG00000107949 9.8862980509487 9.96042490776632 9.65009947528067 10.1832943698495 10.8826349068815 11.6495956812424 10.2936275112519 10.3658296465565 9.9755468149256 10.4624961539236 11.2714345372172 11.8035604871072 -28.2854988789842 -30.0772583482123
ENSG00000119927 6.70880647210058 6.53171064531841 7.35356263037368 6.47049405389385 7.10083163150637 9.32548993481103 7.80027342655463 7.72229381693389 7.49566035452943 7.38268150770156 7.42521556625143 9.40714465404265 -10.8431908786225 -12.6349503478506
ENSG00000108179 9.25802146495221 9.23724334200906 9.90049025412431 10.3326454896437 10.9640481766594 10.5461227418613 9.00255540375049 8.91828838859134 8.6378429869208 9.12031754217527 10.7691773537057 11.2071386245325 -6.90343565835513 -8.69519512758318
ENSG00000138326 15.6245558037324 14.6447277555111 14.1282239229402 14.0195935946126 14.0238036559915 14.5605710887025 13.866269933578 14.2060892710519 13.4942697007971 14.1442034103861 14.0107367222636 14.7735761429957 1.6076081360177 -0.184151333210355
ENSG00000150593 13.3928608614517 13.4510808715339 13.1533118829804 12.7298044088533 12.3895607262777 9.96021985083268 13.7777084941327 13.591616245299 13.4944642439668 13.4866842785856 12.8622033334335 10.3364254674197 -30.3826820369079 -32.1744415061359
ENSG00000177613 9.1850011463865 8.55695769363409 8.7611811101965 8.87866462035346 9.62383316593306 8.9616673946048 8.55729156055194 8.49535443699231 8.58815111240242 9.26510041566133 9.67684832420905 9.50086434073568 -2.33917757585108 -4.13093704507913
ENSG00000149311 13.2075120673755 13.7371211300196 13.1511426546524 12.761378527743 12.4388860940478 10.8765104178964 14.0478088762746 13.8950741170159 13.5004175322244 13.2500358897133 12.8566975980852 10.7243926451834 -22.8249201480997 -24.6166796173277
ENSG00000150347 12.8816664200414 12.9330146396823 13.7427305392682 14.3593733129663 14.4699132532619 13.3516333518005 12.8079120181128 12.8598171588971 13.5777369782527 13.7216463791985 14.094051031485 12.7746773801361 -15.2833103429358 -17.0750698121639
ENSG00000101745 14.1293790037566 14.7192301531251 14.6242231455228 14.2981252627622 13.8490384659437 12.3856531288859 14.7262887584119 14.6263011472888 14.5932932861006 14.0733774230606 13.9459059792273 12.1250205942076 -20.1495119388682 -21.9412714080963
ENSG00000176171 8.88913580749113 8.74179899099779 8.59876368193896 9.10061911840362 8.77459018344689 9.13812917572418 8.91378807185091 8.9212416534794 8.48957735624938 9.63007359980886 9.47891085574163 9.57532246454858 -4.69697095740994 -6.48873042663799
ENSG00000171988 14.2170823959814 14.8414809199943 14.7704124711105 14.3067332948223 13.7059006219642 12.4573728385291 14.6882408707741 14.6445651259328 14.5707754750038 14.0520352376448 13.5389999304068 11.9200487450907 -22.658182233329 -24.4499417025571
ENSG00000132334 10.8393742035555 11.2726161499499 11.3347944107568 11.6216501693853 11.8771492565429 11.1771991600782 11.0585336137378 11.0881934219052 10.7586172663392 10.8545701115989 11.8582703056514 10.8897465978831 -0.47369340984789 -2.26545287907595
ENSG00000165732 13.1263982750656 12.932310976002 12.810202296757 13.3193441612826 14.2917330528028 14.0962960280618 12.9854236665924 12.9619415242227 12.7151200343896 13.4971788890818 14.6621786941705 14.3785802181915 -27.4638840976228 -29.2556435668508
ENSG00000057608 12.4407140690343 11.5986469304745 11.6949021363866 11.7661330090732 12.1240291973608 13.0215522137108 11.4993095678497 11.4551353517256 11.6445215279899 12.1466432703437 12.2918941288872 13.5415983374244 -7.38699233655103 -9.17875180577908
ENSG00000066855 9.18927479957328 9.53293177143408 9.59690185653455 9.18841139358707 9.60200164883011 9.73039865128032 9.15363123444135 9.03467297335218 9.05291437815129 8.63189313152172 9.2239988331143 9.77677538182554 -2.25269676417993 -4.04445623340798
ENSG00000181915 7.85499848888664 6.80203815837248 8.25532128456897 9.26383625836271 10.0089909749386 8.93801106995184 7.68698473693686 7.83932865490856 8.37252523841683 9.72738884428993 10.4518445388078 9.91460747398314 -14.8879727098245 -16.6797321790525
ENSG00000238280 4.04795129491027 4.18270880865039 5.39453259563213 5.67528959672041 6.28577159834315 4.57601432906409 1.33934653160575 2.57457448713376 4.04975901559011 3.97153782125001 5.51312933073379 3.40511010401462 -12.0617189013786 -13.8534783706067
ENSG00000165632 10.8195233494907 11.280378409529 11.6602381315142 11.7031706533027 11.6625631240172 11.1596409194165 11.3415031034792 11.2554875426437 11.6750513540741 11.244969755953 11.5385040766064 10.6968627563396 -0.210610741012125 -2.00237021024018
ENSG00000237943 10.8549260414905 10.5170175042161 11.5125998740235 11.3955061525969 11.2353180793122 9.38714209509103 11.099861149333 11.1038749824594 12.0358185536435 12.0567585857508 12.1422103489087 10.2184371921664 -14.332011173551 -16.1237706427791
ENSG00000065675 11.6402587588196 11.611011516733 11.984668056024 11.955480006587 11.5351539104428 11.2017883804516 12.1316223660182 12.0852311996698 12.4035309539387 11.9702491519505 11.6990986773017 11.073301550887 -7.78003262649982 -9.57179209572788
ENSG00000185880 8.32005603831212 8.24870404274208 8.57953468022289 9.1250971457587 10.5277005459999 10.0351085765125 7.80027342655463 7.55744692507567 9.05994213909115 9.76368835445544 10.7732744081553 10.1940296701408 -14.6718693527282 -16.4636288219563
ENSG00000165629 11.8979399840556 11.0991460711583 10.66904654305 10.6728012787293 10.9348729080679 11.7671502832618 11.0801104298896 11.2861657580795 10.8257132446569 11.238277868171 11.1081878923568 12.2448757833377 -2.02063408434719 -3.81239355357524
ENSG00000151657 8.84647767088444 9.07330213274057 9.25295862701198 9.31082917965172 9.3858627294793 9.36473349774254 9.48008519501341 9.61689781674153 9.35442974778394 9.37242687953673 9.47460391614921 9.46866900340656 1.79204872492827 0.000289255700216984
ENSG00000134460 9.05755432903861 9.58758246858396 11.991958753714 13.4614880409662 14.2124554304306 14.3560341396328 9.41527362772435 9.3251666438453 11.1274679116874 11.7975317379829 14.1772948024166 14.455547120224 -19.7605620983825 -21.5523215676106
ENSG00000107485 12.1035351073381 11.8391057524168 11.9338371478678 11.3019852103998 10.614765254945 9.6820223950519 11.7090459736192 11.8310573214496 11.6327863731815 10.9924923157449 10.4437884938311 10.4668358059731 -14.9313784012486 -16.7231378704766
ENSG00000198879 11.5707112399652 12.1571959542671 12.2784779405644 13.0872935706383 12.9075934245561 11.6154304644483 12.7198362068855 12.5811519543457 12.8725892236806 12.9536654379454 12.9723295764578 11.4913800950886 -3.67909583687144 -5.47085530609949
ENSG00000225830 10.0242611629492 9.95211800984439 10.019423357315 9.759578667832 9.26950024877883 9.36150366616641 10.2812612777343 10.2283270641007 10.0223506456893 9.55252172338592 9.46450410455437 8.84514510260258 -11.5499276759694 -13.3416871451975
ENSG00000165633 0.89791732681615 1.53937709615879 2.14471365346078 2.04660790627408 2.44452395477664 2.22827765401327 2.66818354003767 0.993776171909299 2.50295216808183 3.71100330440211 3.7826649071443 3.29190699801549 -2.88983814731002 -4.68159761653807
ENSG00000072401 8.98811823914457 10.2107375001014 10.3324840404299 9.92671019498088 9.96263027065702 8.95096258214581 9.31484922641953 9.37556136246162 9.42906310115261 9.70516249188942 9.91585347738112 9.41053823069283 0.203975526538585 -1.58778394268947
ENSG00000115020 11.3008762713894 11.6039590200987 11.3799533299635 11.1502443855945 10.9315944893016 10.1750650512648 11.7969876886423 11.6927295079622 11.466889299683 11.3513655219007 11.014380479424 10.6559874967121 -18.3333634489117 -20.1251229181397
ENSG00000108064 10.1033864304215 9.87512171044262 9.61275286580278 9.60283056307631 10.4999323713025 11.0201536159101 10.3119803572858 10.2091229919537 9.95910079348466 10.4339474509251 11.2131684954045 11.6164017513099 -12.7095792125092 -14.5013386817373
ENSG00000241058 8.85187942864364 9.03186105598117 10.1358910274132 10.727113828041 10.4806203907673 10.1273716046707 9.42975206749522 9.40539620926759 10.1277782446239 10.4267211223966 10.7407653963141 9.63601409683612 -10.88452757966 -12.6762870488881
ENSG00000165997 9.51624733163338 9.82444588946031 11.4165351393989 11.250068991838 10.7399923114259 9.05059043035412 9.75892677343017 9.72563230783683 10.9774306578068 11.4725503384935 10.9340521717313 9.63891034637726 -14.5306326111366 -16.3223920803647
ENSG00000128815 8.14630555653099 7.82011124114869 7.36857763150314 7.79284942285959 7.72331126351486 7.2971499473308 5.64304047804278 5.63163211989801 5.42680062758481 5.08026295782901 6.3419820915886 3.16905908875298 -1.43874099479488 -3.23050046402293
ENSG00000122378 6.95956723639166 6.23574430129054 5.70958489567571 5.71882794620006 5.59684293234808 8.33269334627169 6.33233331343008 5.9419237498827 5.83342902022167 5.62591767466574 5.51312933073379 8.24790535804724 -18.8904805652832 -20.6822400345113
ENSG00000226990 6.00059290494694 4.88754215374601 3.25627279793337 3.14214161602319 1.31101089431845 4.33384307425691 5.50400496057104 5.19731731736637 4.37233910571823 3.50685617829747 0.77317327301571 2.8866827679327 -6.94478811095024 -8.73654758017829
ENSG00000170515 10.9492892532835 10.2853734372098 10.2210827251971 10.4663799280326 11.8031389626734 13.2992124921085 10.3023960850842 10.5865164265107 10.1867541258827 10.8430807059802 12.0542723662165 14.0621681190301 -19.840483630181 -21.6322430994091
ENSG00000152455 6.16584511106893 5.8629644211096 6.40667439101543 6.70506613791447 7.22028480363975 9.62928434898707 5.95918294345539 6.8205252886186 6.61470753485191 7.24155653807579 8.0978979214357 9.69286238082329 -20.2271081331186 -22.0188676023466
ENSG00000185745 7.01839757660272 7.78312476979908 8.7266355349081 8.13573209084675 6.93610284346571 1.98133901593654 7.03431673234158 6.97630871233349 10.2883888039635 10.5884570700312 9.33269552596951 3.16905908875298 -11.3123340482405 -13.1040935174685
ENSG00000165672 7.86036849604398 7.34933545908077 8.06565576408573 8.34470925859585 9.45447517401422 11.6419621044831 7.67623062029703 7.44702818040632 7.57629507668814 8.79511439926248 9.63243117802437 11.6726002001123 -29.7136065842993 -31.5053660535273
ENSG00000183605 8.48557522411655 7.86799620577031 7.52418436664964 8.05309923872719 9.31046197434893 10.6039816963239 8.00751194713199 8.3407105167586 7.37010227022782 7.83975346518898 9.49317516240529 11.0544442903479 -19.0055563069496 -20.7973157761777
ENSG00000107581 13.086858915265 13.2295693456364 13.201014489447 13.1790456067409 13.6026670508731 13.3594460608614 13.1708991724126 13.1825912773581 12.9654308790944 13.1727735278766 13.5842599248405 13.7066654175064 -3.11597993586136 -4.90773940508942
ENSG00000253522 6.98928225929526 7.16994235341626 9.53502785599505 9.73328203636805 9.73081121301976 8.0966884877069 7.21607062685824 7.15753738142312 9.48965247576355 9.27921183974856 10.1802267377093 9.0827728450798 -10.9519795994503 -12.7437390686783
ENSG00000283652 5.83590677056546 5.42449132134421 4.3089757948151 4.94240558834877 4.71037151492354 4.33384307425691 3.80819121538762 2.57457448713376 2.74542518775845 2.81716652619059 3.01618380253124 2.32114879685834 -3.20045761890809 -4.99221708813614
ENSG00000145725 10.5288151486948 10.8816616923577 10.1115536553264 9.95201568512783 9.58540843813881 10.8490988300622 11.2948113636288 11.0710104785893 10.7889645674072 10.7042980623016 10.582332484608 11.0237504186438 -7.68019977562178 -9.47195924484984
ENSG00000108010 10.0632024018292 9.96318327867516 9.97105366915213 10.7164136620099 11.4597761045066 11.8269180882802 9.90885067733878 9.85481753135396 10.1777369620345 10.5997460896821 11.6278385982284 12.0697507751741 -27.4323077977896 -29.2240672670176
ENSG00000168209 11.7859986249642 11.1677115789897 11.0632454265301 11.6479315811663 12.1340473729302 11.5004716518133 10.3454569166427 10.3273850477368 10.4105283781816 10.9603232825822 11.474880246127 11.5069198692989 -1.91655962240871 -3.70831909163676
ENSG00000269926 7.19028737908799 6.40759662587816 6.89555161611626 6.47049405389385 5.45790439371347 3.0654835390423 0.819818084907536 0.993776171909299 1.62052211162935 1.84474749237443 3.01618380253124 1.76484715230675 1.79362558314556 0.00186611391751157
ENSG00000059573 7.95877517585889 7.52389292970174 7.91015183757318 8.79468827741748 10.5014072555982 11.0595524807527 7.71877431420197 7.90644038554666 8.0471653392618 8.71135720381482 10.6411618466972 11.4503403174871 -25.6428647910017 -27.4346242602297
ENSG00000151465 10.9599589243929 10.9486085787267 10.5522528086081 10.7029258783138 11.1296074819634 12.1878702934735 11.0600855625576 11.1174579018477 10.628521184417 10.7735785565966 11.1927746236522 12.2712475360063 -34.2428728339331 -36.0346323031612
ENSG00000179295 11.5629098914424 11.6594366426198 11.5754224710457 12.0485311596858 12.2000228491514 12.7822721323659 11.6847721984794 11.6550843361383 11.5221307078282 11.8739086607828 12.4114389502839 13.0796103104733 -18.6672645829736 -20.4590240522016
ENSG00000128805 3.61162837213147 1.53937709615879 5.06649506706134 6.56894471733961 4.93654685810158 4.53072341649017 2.48313225125874 2.79666900621383 2.03994356234393 2.1557063933533 2.88385979258206 3.51007321239209 1.7921623027795 0.000402833551444104
ENSG00000108175 10.9730310859959 11.070013146983 11.3678616960296 11.5653716492641 11.520681069767 10.2520816713593 10.3006466287053 10.4571760303621 10.1854694050544 9.94279943377943 10.8107729356772 10.8459270339575 1.79206222087266 0.000302751644603916
ENSG00000259788 3.50595301836171 3.63693064907201 3.49392069676308 1.35933409977727 1.31101089431845 0 2.48313225125874 2.31195704114262 1.35397092775169 1.44780865691503 1.27384375408256 1.37791220059763 -6.44135060696679 -8.23311007619484
ENSG00000117143 9.74248411340409 10.2676312824796 9.99544121694904 9.90095289901862 9.84673809896242 9.57035465884406 10.2453336571621 10.1232458003627 10.2514167889311 10.4536352198989 10.2219358150074 9.77282549864862 -0.646211098674478 -2.43797056790253
ENSG00000196793 3.71008864632134 3.63693064907201 3.87658367484785 6.70506613791447 8.33275390282049 8.14257028919388 3.45251428348454 3.79577493018355 3.74944606520803 6.58550883839376 8.51068381898168 8.49168288817807 -31.7557991781971 -33.5475586474251
ENSG00000152465 10.4886345907938 10.8312191277368 10.2558193642655 9.69018425978972 8.76970258900351 8.23017555885686 10.6888931790825 10.6349916150202 10.1324527234206 9.93645320622839 8.90352841078738 8.56355898648866 -23.7255927092992 -25.5173521785272
ENSG00000104643 9.64005377853229 9.8838826093314 10.0146587159441 10.3061291209499 10.3260685266843 9.6413196194056 10.3614888371099 10.2187569815633 10.2672913530703 10.4956799334062 10.6074647560303 9.70535031147494 -5.05959019825276 -6.85134966748082
ENSG00000280273 3.13263716142338 0 3.49392069676308 2.86049986554574 2.79173351253595 1.98133901593654 1.72051934624831 1.99065416015479 2.50295216808183 1.84474749237443 1.64481344720194 0.847564015175919 1.57377389770956 -0.217985571518494
ENSG00000224596 6.99905279761112 7.65250388138887 7.5768507918521 7.67621625963345 7.57431064757158 6.12007836594283 7.21607062685824 7.009989562176 6.42742819051408 5.54813593434193 5.77836312822113 3.03476856008326 -5.07858643622309 -6.87034590545114
ENSG00000165879 8.51651647968994 8.25771953732997 8.00928761196034 6.74772810676165 6.25811975221318 4.10578422350416 8.28030345075702 8.13222789088439 7.85044360663926 6.86754522715583 5.62098754167166 3.86698902188213 -29.602940104386 -31.3946995736141
ENSG00000107614 9.46429378185459 9.50291553686909 9.90821783074674 10.1013621964492 9.69258683746205 8.62438348196055 9.89963440631402 9.88840529093666 10.2538704277974 9.99869318890548 10.1060595845399 9.06780590440007 -12.6538078450409 -14.4455673142689
ENSG00000107968 9.57458583530122 9.47612906482975 11.3300080287855 11.5713220237627 10.9106563536156 9.43862465953455 8.13471957473113 8.40962667023306 10.2008110596178 10.5102817351221 10.7245342998671 8.80186743468652 -12.8226424961169 -14.614401965345
ENSG00000168496 7.03748639407488 6.47098790422451 6.3772812723043 7.29981912885807 6.8461022073791 10.1481389042634 6.92954221007993 7.29138541930422 7.2862898123782 7.2901483228284 7.09942932595151 10.6278364682908 -14.6226437069467 -16.4144031761747
ENSG00000119922 9.64161402545267 9.84851520974776 11.4930356981215 11.4927684275335 9.99440080745735 4.9645413212511 9.61712394106236 9.7239419967333 12.5324082890374 12.9497320959909 11.6689437072408 5.8115413770673 -18.1968866323116 -19.9886461015396
ENSG00000170606 11.1379792394135 11.1665153386476 11.4335918193622 11.6535516422281 12.0244482211456 13.0828975677783 11.2190360493454 11.0656819803559 11.1549680376558 11.6314601857227 11.9708536434953 13.3524208789608 -32.9678387833186 -34.7595982525467
