ATACchr ATACstart ATACend otherEndID otherEndchr otherEndstart otherEndend ID ENSG ENSGchr ENSGstart ENSGend O0 O20 O60 O2H O4H O24H N0 N20 N60 N2H N4H N24H Elld_ratio ET0_a ET20_a ET1H_a ET2H_a ET4H_a ET24H_a baitID baitstart baitend chr T01 T02 T201 T202 T1H1 T1H2 T4H1 T4H2 T24H1 baitchr corr_rep baitTADSlabel otherEndTADSlabel T0 T20 T1H T4H T24H Awidth Astrand Aannotation Agenechr Agenestart Ageneend Agenelength Agenestrand Ageneid Atranscriptid AdistanceToTss AENSG ASYMBOL AT0 AT20 AT1H AT2H AT4H AT24H Alld_ratio0 mean_atacseq mean_gene corr_atacseq_gene corr_atacseq_otherEnd corr_gene_otherEnd
chr10 110869115 110869230 97382 chr10 110862958 110871612 383 ENSG00000099204 chr10 114431113 114685003 13.4702504381514 13.7143537429184 13.7244387041182 13.3202943454726 12.8792501647506 11.4301375594464 13.7630597677571 13.7256027441923 14.072123271078 13.7570814012602 13.3507528982477 12.0549149292034 6.68810223666985 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 98516 114527369 114541292 chr10 2.68517535822971 0 0 3.50134901059948 2.73067144640423 2.51308298719101 0 0 0 chr10 -0.153202430985331 166 165 1.34258767911485 1.75067450529974 2.62187721679762 0 0 116 * Intergenic 10 110871795 110900005 28211 1 27250 uc001kzg.4 -2565 ENSG00000150593 PDCD4 6.45684172959059 6.76965407993908 6.83917377586432 5.89302161873041 6.30734474978352 5.22012398925123 0.159119467357472 6.24769332385986 13.1440994006295 0.910819530324376 0.78625468857158 0.824349369023437
chr10 112389228 112389947 97895 chr10 112387842 112395211 444 ENSG00000107949 chr10 125823546 125853695 9.89118945854365 9.97086379215362 9.65888136621546 10.190661630825 10.8906170356823 11.6281656869697 10.3022687664402 10.3722644616719 9.9815034503792 10.4679772972041 11.2770663176636 11.757935655393 5.6521788911494 10.0967291124919 10.1715641269128 9.82019240829733 10.190661630825 10.8906170356823 11.6281656869697 101751 125823329 125826610 chr10 0 0 0 0 0 0 0 0 2.17472603595334 chr10 NA NA NA 0 0 0 0 2.17472603595334 720 * Intron 10 112376199 112428380 52182 1 51703 uc057wad.1 13030 ENSG00000197142 ACSL5 6.77194731670155 6.81276292479605 7.36854414890716 7.43150833549358 7.89531353596029 8.05231864134408 2.71396522575708 7.38873248386712 10.4663216668632 0.77769912443407 0.633042350321746 0.842748679788335
chr10 114703543 114703893 98565 chr10 114699134 114704540 508 ENSG00000099204 chr10 114431113 114685003 13.4702504381514 13.7143537429184 13.7244387041182 13.3202943454726 12.8792501647506 11.4301375594464 13.7630597677571 13.7256027441923 14.072123271078 13.7570814012602 13.3507528982477 12.0549149292034 6.68810223666985 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 98505 114486646 114488210 chr10 4.88341776752989 4.59501028959528 5.15594404518901 4.99877668143324 4.5138617255319 5.13486989175112 4.61900802814105 4.31948718464827 4.32055694204146 chr10 0.135724780459463 166 166 4.73921402856258 5.07736036331112 4.82436580864151 4.46924760639466 4.32055694204146 351 * Intergenic 10 114431113 114684655 253543 2 3983 uc057wcu.1 -18889 ENSG00000099204 ABLIM1 5.55769794375506 5.78281611401814 6.08683989143552 5.92227342434508 5.66993264961427 5.30797416634098 1.44928377548585 5.72125569825151 13.1440994006295 0.790185930405742 0.666429548942422 0.857475817681633
chr10 114703543 114703893 98565 chr10 114699134 114704540 508 ENSG00000099204 chr10 114431113 114685003 13.4702504381514 13.7143537429184 13.7244387041182 13.3202943454726 12.8792501647506 11.4301375594464 13.7630597677571 13.7256027441923 14.072123271078 13.7570814012602 13.3507528982477 12.0549149292034 6.68810223666985 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 98514 114524666 114527106 chr10 5.12711467469765 4.24939592016515 5.21097038308652 4.5676332677072 4.42199495634008 5.27303432610322 4.23565840783103 5.01320380995377 4.1596292443269 chr10 -0.860717083867706 166 166 4.6882552974314 4.88930182539686 4.84751464122165 4.6244311088924 4.1596292443269 351 * Intergenic 10 114431113 114684655 253543 2 3983 uc057wcu.1 -18889 ENSG00000099204 ABLIM1 5.55769794375506 5.78281611401814 6.08683989143552 5.92227342434508 5.66993264961427 5.30797416634098 1.44928377548585 5.72125569825151 13.1440994006295 0.790185930405742 0.847331725097152 0.973691608522403
chr10 114703543 114703893 98565 chr10 114699134 114704540 508 ENSG00000099204 chr10 114431113 114685003 13.4702504381514 13.7143537429184 13.7244387041182 13.3202943454726 12.8792501647506 11.4301375594464 13.7630597677571 13.7256027441923 14.072123271078 13.7570814012602 13.3507528982477 12.0549149292034 6.68810223666985 13.6166551029543 13.7199782435553 13.8982809875981 13.3202943454726 12.8792501647506 11.4301375594464 98515 114527106 114527369 chr10 4.94830849350521 4.51605533879527 5.41221845315795 4.29158340671762 4.86731454575639 4.30987069516732 4.08132010935027 4.57042822882279 4.1596292443269 chr10 -0.765839255853638 166 166 4.73218191615024 4.85190092993778 4.58859262046185 4.32587416908653 4.1596292443269 351 * Intergenic 10 114431113 114684655 253543 2 3983 uc057wcu.1 -18889 ENSG00000099204 ABLIM1 5.55769794375506 5.78281611401814 6.08683989143552 5.92227342434508 5.66993264961427 5.30797416634098 1.44928377548585 5.72125569825151 13.1440994006295 0.790185930405742 0.524275565387352 0.873585705388253
chr10 118732642 118733214 99786 chr10 118732392 118733702 590 ENSG00000122873 chr10 58269058 58289586 6.02473842035719 6.38514878712954 6.38596861848577 7.45680266761504 8.33407241933529 9.46396223522104 6.42082327696844 6.10257716230429 6.81333091152433 7.87749664427122 8.9533244324865 9.88446947745344 10.6985197443475 6.22278084866281 6.24386297471692 6.59964976500505 7.45680266761504 8.33407241933529 9.46396223522104 82109 58266911 58274811 chr10 0 0 0 0 0 0 0 0 1.93054816496373 chr10 NA 140 NA 0 0 0 0 1.93054816496373 573 * Intron 10 118674167 118726385 52219 2 143384 uc057wgz.1 -6258 ENSG00000151893 CACUL1 7.35722716497158 7.24920739985432 7.78293755576731 7.18831897249552 7.82295747952909 7.92612539833369 -5.02035829530456e-05 7.55446232849192 7.38685515175936 0.660272044744853 0.550250637331372 0.802285622474259
chr10 119682160 119682379 99996 chr10 119671688 119682751 651 ENSG00000132334 chr10 127907061 128085855 10.8442681083539 11.2830612762615 11.3435838181482 11.6290214218188 11.88513348651 11.1557717700515 11.0671776958268 11.0946301550411 10.7645763773775 10.8600521781843 11.8639028463163 10.8441332329747 0.411168708032076 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 102395 128045545 128052789 chr10 0 0 0 0 0 0 0 1.94295679317759 0 chr10 NA NA 167 0 0 0 0.971478396588795 0 220 * Intergenic 10 119656610 119676707 20098 1 9531 uc057wix.1 25551 ENSG00000151929 BAG3 5.0041256049695 6.16195151493024 6.46620806029181 6.21008608836 7.0760718405761 6.74797451700019 0.309548298736187 6.27773627102131 11.3114292323141 0.603799710514322 0.551798367063543 0.968629258236919
chr10 124701996 124702622 101441 chr10 124699194 124703006 787 ENSG00000169813 chr10 43385617 43409166 11.6373282607377 11.4527983957563 11.4819922816721 11.9433836963981 12.7077440250785 12.9545139757286 11.2629057044394 11.3608359381795 11.541262178 12.0113252533858 12.6617324408723 13.1545674087997 10.8747587027654 11.4501169825886 11.4068171669679 11.5116272298361 11.9433836963981 12.7077440250785 12.9545139757286 77614 43386197 43406361 chr10 0 0 0 0 0 0 0 2.26100060086743 0 chr10 NA NA 170 0 0 0 1.13050030043372 0 627 * Intron 10 124703625 124714217 10593 1 101927944 uc001lhx.4 -1003 NA FAM53B-AS1 7.03041539358144 6.97336696282985 7.81038182552753 7.4912881720357 8.28978716010475 7.7724667951599 0.143224688299112 7.5612843848732 11.9957005127663 0.724455336232157 0.710577009859848 0.516700496855114
chr10 124718007 124719688 101446 chr10 124714130 124721970 788 ENSG00000138166 chr10 110497838 110511544 11.1874996479546 11.0906577248758 11.3841041884533 11.2758693234769 11.9287756478743 10.2987921649838 10.1840990684911 10.3034461815904 10.6149672015625 10.4794157741859 11.8369275067581 10.1494156924228 0.408261583329729 10.6857993582228 10.6970519532331 10.9995356950079 11.2758693234769 11.9287756478743 10.2987921649838 97278 110495375 110503186 chr10 0 0 0 0 0 0 0 2.52143965971616 0 chr10 NA 165 170 0 0 0 1.26071982985808 0 1682 * Intron 10 124704184 124713703 9520 1 101927944 uc057wpy.1 13824 NA FAM53B-AS1 9.9784215768237 9.82974776559979 11.0359321150785 9.95214402918089 10.8371874892254 9.66933665154287 -2.12007934763392e-05 10.2171282712419 10.9809706904665 0.66373333596992 0.509567538475644 0.914687684258081
chr10 127990377 127991650 102383 chr10 127989968 127993723 854 ENSG00000107949 chr10 125823546 125853695 9.89118945854365 9.97086379215362 9.65888136621546 10.190661630825 10.8906170356823 11.6281656869697 10.3022687664402 10.3722644616719 9.9815034503792 10.4679772972041 11.2770663176636 11.757935655393 5.6521788911494 10.0967291124919 10.1715641269128 9.82019240829733 10.190661630825 10.8906170356823 11.6281656869697 101751 125823329 125826610 chr10 2.96152832584969 0 0 2.03466921338055 0 2.17992175538628 2.88188157369492 2.26100060086743 2.56584090526714 chr10 -0.536903384982195 NA NA 1.48076416292484 1.01733460669028 1.08996087769314 2.57144108728118 2.56584090526714 1274 * Intron 10 127987344 128056170 68827 1 5791 uc057wur.1 3034 ENSG00000132334 PTPRE 7.18722283318617 7.24920739985432 8.45681523328282 7.77399748649019 9.38404226510357 8.91967474739653 0.203270875499789 8.1618266608856 10.4663216668632 0.641608787340368 0.773177859893022 0.899531543801071
chr10 127990377 127991650 102383 chr10 127989968 127993723 854 ENSG00000132334 chr10 127907061 128085855 10.8442681083539 11.2830612762615 11.3435838181482 11.6290214218188 11.88513348651 11.1557717700515 11.0671776958268 11.0946301550411 10.7645763773775 10.8600521781843 11.8639028463163 10.8441332329747 0.411168708032076 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 102358 127905977 127910253 chr10 3.8658172959435 4.14830387705609 4.24940462981905 3.62722413739114 4.21859832101612 4.74932643233694 5.47000110983127 5.0955376758981 5.43229139878584 chr10 0.680872281104789 NA NA 4.0070605864998 3.9383143836051 4.48396237667653 5.28276939286468 5.43229139878584 1274 * Intron 10 127987344 128056170 68827 1 5791 uc057wur.1 3034 ENSG00000132334 PTPRE 7.18722283318617 7.24920739985432 8.45681523328282 7.77399748649019 9.38404226510357 8.91967474739653 0.203270875499789 8.1618266608856 11.3114292323141 0.51222410048391 0.940604815690882 0.576450918571133
chr10 127991852 127991982 102383 chr10 127989968 127993723 855 ENSG00000122873 chr10 58269058 58289586 6.02473842035719 6.38514878712954 6.38596861848577 7.45680266761504 8.33407241933529 9.46396223522104 6.42082327696844 6.10257716230429 6.81333091152433 7.87749664427122 8.9533244324865 9.88446947745344 10.6985197443475 6.22278084866281 6.24386297471692 6.59964976500505 7.45680266761504 8.33407241933529 9.46396223522104 82109 58266911 58274811 chr10 0 0 0 0 0 0 0 0 1.93054816496373 chr10 NA 140 NA 0 0 0 0 1.93054816496373 131 * Intron 10 127987344 128056170 68827 1 5791 uc057wur.1 4509 ENSG00000132334 PTPRE 4.85176219576804 5.49591832898772 5.03223032427034 5.44633131059593 5.13366646090116 6.24583138906707 -6.89786769925149e-06 5.36762333493171 7.38685515175936 0.720241984867992 0.904945662456623 0.802285622474259
chr10 128078542 128078879 102401 chr10 128072062 128080325 861 ENSG00000176171 chr10 131966455 131982013 8.89402207020549 8.75222400501776 8.60753387205367 9.10797930771644 8.78255834475741 9.11673078867533 8.92241831916813 8.92766808426649 8.49552334719208 9.63555171409314 9.48453703072398 9.52974543911587 0.353436194441713 8.90822019468681 8.83994604464213 8.55152860962287 9.10797930771644 8.78255834475741 9.11673078867533 103466 131981172 131984438 chr10 0 0 0 2.35887923361747 0 0 1.82718627729077 0 2.56584090526714 chr10 -0.333333333333333 172 NA 0 1.17943961680874 0 0.913593138645385 2.56584090526714 338 * Intron 10 128068382 128072682 4301 1 5791 uc057wuy.1 10161 ENSG00000132334 PTPRE 6.07621235323144 6.24822866433812 5.96187820858014 6.4895455245074 6.27671381947735 6.26790670429082 -6.66433097507024e-06 6.22008087907088 8.8844938816835 0.754812002195329 0.77146412671165 0.760545875553608
chr10 128078542 128078879 102401 chr10 128072062 128080325 861 ENSG00000132334 chr10 127907061 128085855 10.8442681083539 11.2830612762615 11.3435838181482 11.6290214218188 11.88513348651 11.1557717700515 11.0671776958268 11.0946301550411 10.7645763773775 10.8600521781843 11.8639028463163 10.8441332329747 0.411168708032076 10.9557229020904 11.1888457156513 11.0540800977628 11.6290214218188 11.88513348651 11.1557717700515 102382 127986294 127989968 chr10 4.59001844861305 4.66986752868094 4.84409692472002 5.04462609805875 5.1220874593922 5.03481471881359 5.19685121012069 5.47969096577947 5.52331109137723 chr10 0.875086805091299 NA NA 4.629942988647 4.94436151138938 5.0784510891029 5.33827108795008 5.52331109137723 338 * Intron 10 128068382 128072682 4301 1 5791 uc057wuy.1 10161 ENSG00000132334 PTPRE 6.07621235323144 6.24822866433812 5.96187820858014 6.4895455245074 6.27671381947735 6.26790670429082 -6.66433097507024e-06 6.22008087907088 11.3114292323141 0.677579618176186 0.529283223881402 0.516338988356286
chr10 128210295 128210976 102442 chr10 128206724 128211729 868 ENSG00000173145 chr10 94333226 94362959 7.61411800881024 7.95855815606432 9.29374661498854 10.2327795343043 10.7764287049419 11.1534736624828 8.32400211559821 8.25607960631875 9.46722328625616 10.2663637173548 11.288196037043 11.3167742146408 11.8252470948743 7.96906006220422 8.10731888119154 9.38048495062235 10.2327795343043 10.7764287049419 11.1534736624828 92653 94361844 94363367 chr10 0 0 0 0 1.93312784231717 0 0 0 1.93054816496373 chr10 NA 157 NA 0 0 0.966563921158585 0 1.93054816496373 682 * Intron 10 128181136 128317726 136591 1 101927381 uc001lkg.1 29160 ENSG00000280953 LINC01163 8.07736854131938 8.11840540984713 8.39471209094129 8.17731100596125 8.30124621125956 8.30806932978532 -0.000119220891428462 8.22951876485232 9.60325763262452 0.657903962872835 0.600072802673887 0.618328733872561
chr10 128210295 128210976 102442 chr10 128206724 128211729 868 ENSG00000120053 chr10 99396870 99430624 7.33330955354223 8.29484878206404 8.68802051928112 8.97894138549001 9.89589456728096 9.4248614734128 8.53031479713852 8.47779773197332 8.6716994745627 9.24605953750393 10.4450052583295 9.63889517951286 3.55582934792741 7.93181217534037 8.38632325701868 8.67985999692191 8.97894138549001 9.89589456728096 9.4248614734128 94104 99429974 99430708 chr10 0 0 0 0 1.93312784231717 0 2.60807273979776 0 0 chr10 NA NA NA 0 0 0.966563921158585 1.30403636989888 0 682 * Intron 10 128181136 128317726 136591 1 101927381 uc001lkg.1 29160 ENSG00000280953 LINC01163 8.07736854131938 8.11840540984713 8.39471209094129 8.17731100596125 8.30124621125956 8.30806932978532 -0.000119220891428462 8.22951876485232 8.88294880924412 0.628361392909502 0.668219143775691 0.582231136257201
chr10 132547595 132547820 103554 chr10 132540156 132567787 945 ENSG00000108179 chr10 79347469 79355337 9.26291005382065 9.24767542506015 9.90927388341728 10.3400133726938 10.9720305369184 10.5247004694055 9.01118671789687 8.92471479221962 8.64379059468742 9.12579272836379 10.7748081868813 11.1615204335977 2.54602458085406 9.13704838585876 9.08619510863988 9.27653223905235 10.3400133726938 10.9720305369184 10.5247004694055 88093 79345796 79347093 chr10 0 0 0 0 0 0 1.82718627729077 0 0 chr10 NA 151 NA 0 0 0 0.913593138645385 0 226 * Intron 10 132538139 132710456 172318 1 3632 uc057wxo.1 9457 ENSG00000068383 INPP5A 5.09743764743477 5.83950362405872 6.02571160050784 5.59905291350124 6.66754846888715 5.97769201914679 -4.24198924164898e-06 5.86782437892275 9.88942001876145 0.620897445687825 0.744065031289883 0.742069041554447
chr10 13786836 13787662 69148 chr10 13785147 13789652 1002 ENSG00000165997 chr10 18659405 18681639 9.52113722894048 9.83488374094724 11.4253247337342 11.2574395586058 10.7479740018273 9.02919444100181 9.76756494662025 9.73206440320839 10.9833902521819 11.4780334352341 10.9396833528665 9.5933307003558 7.11816261160958 9.64435108778036 9.78347407207782 11.204357492958 11.2574395586058 10.7479740018273 9.02919444100181 70522 18658473 18665197 chr10 1.89367083917463 0 1.91541577641755 0 2.17744841789245 0 1.82718627729077 0 0 chr10 NA NA 117 0.946835419587315 0.957707888208775 1.08872420894623 0.913593138645385 0 827 * Intron 10 13643706 13858912 215207 2 55691 uc057rvh.1 71250 ENSG00000151474 FRMD4A 8.91403930540131 9.12438790860355 9.68223377425906 8.65783913659728 9.11640305959134 8.03311269115492 -0.000115490311555888 8.92133597926791 10.2777984423752 0.611691126264918 0.934094740631225 0.727533000702164
