ENSG ENSGchr ENSGstart ENSGend GeneName ET0_a ET20_a ET1H_a ET2H_a ET4H_a ET24H_a
ENSG00000006062 chr17 45263121 45317040 MAP3K14 11.6433492447508 11.8189657004284 11.522159658441 11.2205410159948 11.8075107950416 11.8605498439399
ENSG00000006118 chr11 60924463 60937159 TMEM132A 1.93288667257183 0.78832904115815 0.719418521769705 0.922373746187215 1.22226197738832 2.67228953136722
ENSG00000006125 chr17 35578046 35726409 AP2B1 11.7533098864152 11.6255012368247 11.7593519909464 12.6127603269302 12.6647830281805 12.6710821668178
ENSG00000006128 chr7 97731908 97740472 TAC1 0 0 0 1.74720828159455 2.39037980679243 4.14949435981002
ENSG00000006194 chr16 3263800 3301401 ZNF263 9.43123633492856 9.16066170369143 9.28678514761507 9.99166907934744 10.8091329147343 9.59037794755451
ENSG00000006282 chr17 50543058 50555852 SPATA20 8.14779086373567 8.12573290848638 8.00012853692074 7.70418960825392 6.75688859568166 8.01251361941737
ENSG00000006283 chr17 50561068 50627474 CACNA1G 2.80372633977959 3.0489546382057 4.57099800382352 4.15496284549643 3.42512609482325 1.0873166387389
ENSG00000006327 chr16 3018445 3022383 TNFRSF12A 3.67070109005634 4.17042752969407 6.22817414060759 7.5587733543736 7.68784495004483 5.78766373401679
ENSG00000006432 chr14 70722526 70809534 MAP3K9 9.950450021355 10.2704786847542 9.65056125034765 8.77132379206606 7.72896077003584 8.55556002846796
ENSG00000006451 chr7 39623483 39708124 RALA 11.367548130889 11.7176520089995 12.2578859263725 11.8463561704743 11.9350141425025 10.6152289257088
ENSG00000006453 chr7 98291651 98401068 BAIAP2L1 7.82647735889989 7.09440226894159 7.11386703311107 7.58210119073383 7.03000917336145 7.18145294525716
ENSG00000006459 chr7 140084746 140177035 KDM7A 12.0901975775986 12.2099808399092 12.0816138133783 12.1316586084823 11.6719011929231 9.85596945558756
ENSG00000006468 chr7 13891228 13991425 ETV1 2.1612378033885 1.55801758923754 2.44506942060961 3.19863616577426 3.54409303211163 1.46625137756414
ENSG00000006530 chr7 141551189 141655244 AGK 9.91225420460056 10.0185023337495 9.62776918505416 9.81534300118659 10.5934965912545 11.1745670925945
ENSG00000006534 chr11 68008578 68029282 ALDH3B1 4.52059600994482 3.76559090394766 3.23940264221291 2.43350370807942 2.93844237720934 2.38010547400447
ENSG00000006555 chr1 54779712 54801267 TTC22 6.82961755363185 6.76590159810978 6.22295977509926 6.38417746100407 6.10171835060494 6.46176496494766
ENSG00000006576 chr7 77798792 77957503 PHTF2 11.1213202097628 11.2170279864559 10.6411960324945 10.4538686885682 10.8475121627702 10.7114176704501
ENSG00000006607 chr2 241356243 241494841 FARP2 8.88175289941205 9.37583230243829 9.53987925710305 9.33571120842477 9.84425398516796 9.8563749881424
ENSG00000006625 chr7 30496621 30504844 GGCT 6.73762835545194 6.18816807000058 5.90066941103454 6.16972489637117 7.49168149022544 10.0616036998256
ENSG00000006634 chr7 87876216 87909541 DBF4 11.1085152508698 11.2570068329995 10.4693242361733 9.99705507901453 9.5547309438839 10.0853980309338
ENSG00000006638 chr19 3594506 3606840 TBXA2R 3.96624349220097 3.54251308485404 3.31300107644504 3.5434809918277 3.49954458822054 3.09309427048075
ENSG00000006652 chr7 112422968 112481017 IFRD1 11.999600331051 12.4704320400567 12.4834927015429 12.4419367374334 11.794932519321 11.1416237698376
ENSG00000006659 chr19 39704306 39709444 LGALS14 3.05602494480278 0.49688808595465 1.1822478239664 1.60204079607585 2.19208193865339 2.29120693295584
ENSG00000006695 chr17 14069496 14208677 COX10 9.39553990351537 9.29141423134387 9.79693058047624 10.0303355275933 10.7052540228949 10.5024900994349
ENSG00000006704 chr7 74453790 74602604 GTF2IRD1 6.88937874726524 7.6398521688915 9.43585867155777 10.0515749263815 9.76063194865247 7.47652038812969
ENSG00000006712 chr19 39385852 39391195 PAF1 10.1936473908608 10.1899227693398 10.8204238010729 11.3451126768039 11.00852506616 10.6684676499688
ENSG00000006715 chr7 38722963 38932394 VPS41 10.0118764498416 10.0832000530565 9.74058400464653 9.86475810934143 10.0486998927519 11.1545447313233
ENSG00000006740 chr17 12789539 12991643 ARHGAP44 2.63397219024478 1.26657663403404 2.68101697981349 1.02330395313704 1.85223391864045 2.20243113901037
ENSG00000006744 chr17 12992391 13018187 ELAC2 10.4171488112732 10.319021173967 10.3317010091686 10.3055255023862 10.8859108734741 11.9003307239745
ENSG00000006747 chr7 12570577 12660179 SCIN 2.31903532366669 2.69378006359454 2.89962730604065 3.10686737481339 3.80434483960282 2.38176218818456
ENSG00000006756 chrX 2903970 2929351 ARSD 4.68890073959702 5.02620277160893 3.88777960788919 3.5734938724266 3.83735446242051 4.38958490887762
ENSG00000006757 chrX 7898247 7927739 PNPLA4 5.37552858359886 5.84730519493507 5.78411539695625 5.35288215380709 5.66872107650287 7.53397256206418
ENSG00000006831 chr12 1688574 1788678 ADIPOR2 10.042151174127 10.3087829071418 11.2932308615959 11.2987158469014 11.4263427871209 11.101299443896
ENSG00000006837 chr5 134286350 134371047 CDKL3 8.02127885987755 7.97109306884209 7.86823869726892 7.39466188981165 7.82367481037836 7.50731478007759
ENSG00000007001 chr2 157876702 158136154 UPP2 4.1229728396108 4.38388914346227 4.80293760795619 5.30140774576544 6.06841022053088 5.1157950425337
ENSG00000007038 chr16 2817180 2826304 PRSS21 4.12276969055728 4.54468981527917 2.16787318597274 3.94634746876219 4.93708653043192 6.69042890938992
ENSG00000007047 chr19 45079288 45305283 MARK4 9.51217416893449 9.32819415238247 8.89843315404751 8.71387515843893 8.99599879019971 9.3664865826717
ENSG00000007062 chr4 15963076 16084378 PROM1 5.62744550760125 5.28179596703617 3.98247929817335 4.04002268188497 3.62131688112409 3.90266235712018
ENSG00000007080 chr19 17933016 17943991 CCDC124 7.8301578033495 7.85988074919111 7.64515958283856 7.83458837551555 8.65118609879342 10.5244122667476
ENSG00000007129 chr19 41549518 41586844 CEACAM21 9.9669301773123 9.86994010073245 9.72411692651619 9.52630940932061 8.92004116231541 8.6990423057603
ENSG00000007168 chr17 2593210 2685615 PAFAH1B1 12.1579420740013 12.5058902045 13.0690928488598 12.933703023045 12.3272054262995 12.2639066018396
ENSG00000007171 chr17 27756766 27800499 NOS2 2.23599184651456 1.55440932966144 1.42645774465116 1.43024993277287 0.63692187704128 0.423782007587959
ENSG00000007174 chr17 11598431 11969748 DNAH9 1.20528864734315 2.71038785023275 2.59146647714577 2.46079213832006 1.37975690750809 1.67962560826709
ENSG00000007202 chr17 28614440 28645454 KIAA0100 11.6894988968441 11.653153892331 11.6379769651957 11.6403738964663 12.0556321098533 13.026322952204
ENSG00000007237 chr17 9910609 10198551 GAS7 8.32512389010731 8.40915570124609 9.25845956688045 8.95061613903334 8.33084986535826 4.88176006950249
ENSG00000007255 chr19 45162928 45178237 TRAPPC6A 8.2088881357504 7.86122311559081 7.6838576342931 7.52926607423372 7.82553014807038 6.80604573633886
ENSG00000007264 chr19 3777970 3802129 MATK 8.06299273561673 7.27177107352578 7.21498984479661 7.83554874883206 9.82216120454233 10.3416321114208
ENSG00000007312 chr17 63928740 63932354 CD79B 5.77854357456894 6.07867378122582 5.08665466229674 4.05387949790165 3.66792525298096 7.705809631024
ENSG00000007314 chr17 63938554 63972918 SCN4A 2.05768249782781 2.36956513314606 1.90166634573611 2.15415426123039 3.34408517045086 1.34246543414976
ENSG00000007341 chr1 112523518 112620825 ST7L 9.52676707591192 9.50269514285965 10.1721138132934 10.197369013911 9.81193828082157 8.80095622262484
ENSG00000007350 chrX 154295671 154330350 TKTL1 5.075550102241 5.51038138899521 4.14253824840647 4.36805809499048 3.59235529226559 0.398360538440087
ENSG00000007376 chr16 784974 788397 RPUSD1 7.56109232905909 7.16740777016553 6.88268678896053 6.85866077754642 6.97158509804449 9.72666558397323
ENSG00000007384 chr16 58059 76355 RHBDF1 2.3381037320708 1.9256670686507 3.46714406539813 2.76669298772808 2.71803983968988 4.31846722825295
ENSG00000007392 chr16 188969 229463 LUC7L 11.2668222039041 11.7300628858149 11.7936317784067 11.481221590411 11.6072473780191 10.5568739956777
ENSG00000007402 chr3 50362799 50504244 CACNA2D2 7.2650457318153 7.89436732775589 8.18838825790221 7.56253115643899 6.27791574833901 4.79785928623074
ENSG00000007516 chr16 1333601 1349441 BAIAP3 6.54502430127893 6.48242687568153 5.98116572830225 6.06949410595757 5.99361651685165 3.35610320881545
ENSG00000007520 chr16 1349240 1351911 TSR3 7.75429141809088 7.44731760965279 7.37843423640912 7.55827252587136 7.62261102867359 9.78231574446311
ENSG00000007541 chr16 566995 584136 PIGQ 8.02507349350106 8.01652626987142 8.01763487213533 8.13662902112686 8.52075973439262 8.5627317792273
ENSG00000007545 chr16 1612325 1677908 CRAMP1 8.37577458312428 8.56974690202475 8.55651217387577 8.48463290578749 8.7584091997421 8.67712500145358
ENSG00000007866 chr6 35473597 35497076 TEAD3 2.49355644923899 2.53021657363998 3.00905032047434 3.78038426936329 3.68102770892781 4.89844855334271
ENSG00000007923 chr1 6634168 6701924 DNAJC11 9.41099519932151 9.35953384890383 9.50722352252909 9.73447500231344 10.7724365863442 11.5200105962025
ENSG00000007944 chr6 16129125 16148248 MYLIP 12.073101375501 12.1062607388882 11.8810573612542 11.368702157446 10.5010391846223 8.15500502534926
ENSG00000007952 chrX 100843324 100874345 NOX1 2.49355644923899 2.84169657322832 2.25460465069679 2.08825031298393 0.82240672360097 1.0772913414389
ENSG00000007968 chr1 23506430 23531220 E2F2 5.84910127587515 5.75478618720111 5.10935046061775 4.26935090434009 3.04149803874847 7.20575227658591
ENSG00000008018 chr6 170535117 170553341 PSMB1 11.1364506246183 10.9126015444119 10.5282086815826 10.5408509820634 10.774650235322 11.8899159087003
ENSG00000008056 chrX 47571898 47619853 SYN1 4.47445637749018 3.74261959545196 3.71549535749708 4.02821703856973 2.03934721504734 3.69690339657427
ENSG00000008083 chr6 15246296 15522040 JARID2 12.731757803294 13.0088446566061 13.7205646843814 14.6798947563975 15.5628662319808 13.0039500941482
ENSG00000008086 chrX 18425583 18653629 CDKL5 8.07231288307072 8.44689351525948 9.23981587674954 9.60642197269532 9.26875153355623 6.7909578088269
ENSG00000008128 chr1 1702730 1724324 CDK11A 10.3094117657724 10.6873770589657 10.3630544813712 9.5680988368885 9.61862239419369 8.97321554841989
ENSG00000008130 chr1 1751232 1780457 NADK 8.45134760670881 8.35183254302278 8.63600950237925 9.4960320362751 10.8577548639927 10.7476333113055
ENSG00000008226 chr3 38039205 38124025 DLEC1 7.58641401827721 7.65494597398907 7.9830528647083 7.83343393139269 7.17465899454738 3.72843658916668
ENSG00000008256 chr7 6161776 6272644 CYTH3 8.27196586331682 8.54741696696522 9.82056453270316 10.0936140895144 10.0811632168319 7.73824361828198
ENSG00000008277 chr7 87934143 88202889 ADAM22 6.71850955690182 6.50661770578525 6.49802022615467 6.01843906435706 5.74084010219212 6.75500196393386
ENSG00000008282 chr7 106090503 106112576 SYPL1 10.4548979580422 10.0936992047827 9.70294605074518 9.85853555425853 9.51931027496103 9.23154969410313
ENSG00000008283 chr17 63432304 63446378 CYB561 7.8540637869961 7.64480852165891 7.80814022530504 7.54699476581053 7.36091574582506 7.71950436321272
ENSG00000008294 chr17 50962174 51120865 SPAG9 12.0941942419784 12.4172899671333 13.084102809154 14.2126806315921 14.2804662204788 11.5169508472736
ENSG00000008300 chr3 48636469 48662915 CELSR3 7.30876684985136 7.69352381071108 7.41745813840829 6.83715762936326 8.12892181664165 9.10432711260819
ENSG00000008311 chr7 122075647 122144280 AASS 5.72138211013528 5.36670370129668 5.73964065389272 5.40706546646843 4.91110434781987 5.78579263670822
ENSG00000008324 chr3 42581840 42595114 SS18L2 8.51484395994986 8.50433682972795 8.38993700684485 8.60121667951369 8.12496481821816 9.09760349204252
ENSG00000008382 chr19 4343527 4360086 MPND 7.22398316460951 7.22364734104975 6.30452132145489 6.08986801528697 5.98945435044435 8.32418858323634
ENSG00000008394 chr12 16347142 16609259 MGST1 3.86024433641445 3.23210011803116 3.00881698511848 2.87718155297183 3.50102682673359 4.41396704511162
ENSG00000008405 chr12 106991364 107093829 CRY1 12.3102504910521 12.773375453456 12.978503014688 12.9469943793433 12.7761581498306 10.4706567578632
ENSG00000008441 chr19 12995608 13098796 NFIX 6.66894369634334 6.3836245960048 6.19119375886777 6.561215264417 8.87747760865794 8.89879442741839
ENSG00000008513 chr8 133454848 133571940 ST3GAL1 12.3209950859494 12.3380393301928 12.4823957506116 12.010015742116 11.2109127660596 11.1590916011554
ENSG00000008516 chr16 3046681 3060726 MMP25 5.39938567533515 5.32568560681224 4.75544291999616 4.44454295540537 3.56014477339301 3.69087295672774
