ENSG,IT02,IT202,IT1H2,IT2H2,IT4H2,IT24H2
ENSG00000130311,267,164,298,143,157,72
ENSG00000130312,18,20,16,15,7,76
ENSG00000130313,111,68,123,66,96,93
ENSG00000130332,183,154,256,278,564,287
ENSG00000130338,2076,1576,2203,919,2085,564
ENSG00000130340,17117,12172,25750,11180,18090,1981
ENSG00000130347,98,67,232,70,141,104
ENSG00000130348,347,273,510,194,455,284
ENSG00000130349,223,222,366,222,380,203
ENSG00000130363,23,12,77,22,27,33
ENSG00000130377,5,3,1,4,1,1
ENSG00000130382,348,264,815,776,1434,862
ENSG00000130383,83,57,87,45,11,0
ENSG00000130396,448,309,528,298,833,194
ENSG00000130402,1113,947,2709,1170,1210,937
ENSG00000130413,32,14,15,15,13,37
ENSG00000130414,4374,3142,4679,1374,2708,1374
ENSG00000130427,0,0,2,0,0,0
ENSG00000130429,510,398,1371,707,674,1613
ENSG00000130433,1,1,1,4,2,1
ENSG00000130449,5987,4375,18829,6942,9565,890
ENSG00000130475,264,227,422,357,686,346
ENSG00000130477,23,12,31,7,7,1
ENSG00000130479,106,73,199,145,196,107
ENSG00000130489,5,1,14,11,21,28
ENSG00000130508,14,6,16,3,1,5
ENSG00000130511,147,98,238,106,287,300
ENSG00000130513,2,5,2,2,3,0
ENSG00000130517,50,46,67,39,35,63
ENSG00000130518,887,624,765,239,124,29
ENSG00000130520,61,36,152,86,192,313
ENSG00000130529,4,2,2,1,2,0
ENSG00000130540,3,0,0,0,0,1
ENSG00000130544,246,191,368,186,262,145
ENSG00000130545,11,5,1,1,6,1
ENSG00000130559,644,424,852,850,1131,581
ENSG00000130560,162,171,268,111,92,140
ENSG00000130561,10,12,3,1,0,1
ENSG00000130584,19,5,45,20,31,21
ENSG00000130589,99,79,116,60,187,13
ENSG00000130590,8,9,7,4,12,73
ENSG00000130592,1117,884,2682,1109,657,236
ENSG00000130595,190,151,193,49,74,0
ENSG00000130612,4,4,12,4,1,0
ENSG00000130635,12,11,22,16,9,3
ENSG00000130638,1226,903,2083,1749,6212,1663
ENSG00000130640,2092,1579,2061,729,552,329
ENSG00000130643,46,29,62,21,31,3
ENSG00000130649,25,17,27,6,26,11
ENSG00000130653,152,98,149,48,78,45
ENSG00000130669,470,294,666,228,263,186
ENSG00000130675,0,0,0,0,1,1
ENSG00000130684,569,456,615,315,489,369
ENSG00000130695,150,126,213,155,366,307
ENSG00000130699,374,231,871,607,1059,597
ENSG00000130700,0,0,0,0,1,0
ENSG00000130702,10,2,17,4,10,1
ENSG00000130703,1610,1094,1361,476,480,155
ENSG00000130706,153,114,276,145,253,239
ENSG00000130707,0,0,1,1,34,2
ENSG00000130711,0,0,0,0,0,1
ENSG00000130713,309,213,324,201,512,228
ENSG00000130714,171,128,296,117,104,106
ENSG00000130717,55,37,103,71,57,63
ENSG00000130720,0,0,1,1,1,0
ENSG00000130723,12883,9396,12004,5464,11194,1772
ENSG00000130724,43,41,52,33,41,29
ENSG00000130725,34,23,27,23,22,61
ENSG00000130726,706,518,760,317,417,401
ENSG00000130731,2,6,7,5,11,27
ENSG00000130733,35,16,44,27,49,31
ENSG00000130734,313,240,250,80,83,54
ENSG00000130741,761,569,978,630,1397,859
ENSG00000130748,13,10,12,3,11,8
ENSG00000130749,634,457,1905,1243,1563,854
ENSG00000130751,28,20,24,13,12,4
ENSG00000130755,479,340,478,236,226,165
ENSG00000130758,29,23,69,65,96,125
ENSG00000130762,0,1,0,0,0,1
ENSG00000130764,281,207,417,221,351,164
ENSG00000130766,275,255,218,191,667,75
ENSG00000130768,26,13,7,3,1,3
ENSG00000130770,48,35,44,10,12,11
ENSG00000130772,50,54,110,53,51,33
ENSG00000130775,275,205,246,74,56,41
ENSG00000130779,2163,1612,1995,658,1006,754
ENSG00000130783,83,75,120,54,44,22
ENSG00000130787,1701,1050,1743,472,337,157
ENSG00000130803,1175,783,1020,430,870,295
ENSG00000130810,563,349,944,901,2332,3404
ENSG00000130811,123,114,192,117,210,181
ENSG00000130812,4,4,50,73,144,108
ENSG00000130813,43,33,69,50,70,33
ENSG00000130816,1024,889,2138,1202,1921,2194
ENSG00000130818,205,133,140,59,67,41
ENSG00000130821,3,3,6,1,1,0
ENSG00000130822,12,5,8,5,1,0
ENSG00000130826,449,316,368,319,928,498
ENSG00000130827,115,90,293,160,157,192
ENSG00000130829,0,0,1,0,0,0
ENSG00000130830,30,24,65,44,58,35
ENSG00000130844,9693,7829,8509,1804,1671,352
ENSG00000130856,1317,942,1880,1207,2305,798
ENSG00000130881,0,1,8,4,2,0
ENSG00000130921,897,638,1358,703,698,242
ENSG00000130935,1029,710,1079,552,991,531
ENSG00000130939,1823,1312,2347,820,871,730
ENSG00000130940,1272,996,1173,391,324,88
ENSG00000130948,2,2,4,5,9,1
ENSG00000130950,1,0,1,0,0,0
ENSG00000130956,4209,3038,2728,564,347,166
ENSG00000130957,0,1,0,1,2,0
ENSG00000130958,49,37,92,55,102,67
ENSG00000130985,1267,1071,3260,1788,1724,1076
ENSG00000130997,185,148,622,225,174,80
ENSG00000131002,505,321,579,453,731,445
ENSG00000131013,4352,3075,4976,1251,1210,372
ENSG00000131015,37,23,60,9,11,3
ENSG00000131016,28,24,30,12,25,12
ENSG00000131018,2039,1456,2834,1023,739,151
ENSG00000131019,0,1,1,0,0,5
ENSG00000131023,1525,1099,2148,959,1429,671
ENSG00000131037,48,28,28,5,7,1
ENSG00000131043,805,672,698,286,567,281
ENSG00000131044,1,2,1,0,1,0
ENSG00000131051,11365,8188,8667,3273,4832,1517
ENSG00000131055,0,0,1,0,0,0
ENSG00000131061,113,99,223,90,87,159
ENSG00000131067,553,410,605,222,296,278
ENSG00000131068,0,0,0,1,1,0
ENSG00000131069,104,74,248,93,95,107
ENSG00000131080,1,1,1,0,3,20
ENSG00000131089,523,375,813,327,356,284
ENSG00000131095,0,1,2,0,0,0
ENSG00000131096,4,3,9,0,2,2
ENSG00000131100,1079,768,1199,474,516,208
ENSG00000131115,366,245,428,172,225,95
ENSG00000131116,67,48,107,39,39,35
ENSG00000131126,1,1,1,0,3,0
ENSG00000131127,1122,832,1779,674,790,755
ENSG00000131142,0,0,1,2,0,0
ENSG00000131143,864,641,496,191,214,112
ENSG00000131148,924,713,1060,394,598,343
ENSG00000131149,1434,1080,3051,1041,1339,446
ENSG00000131153,6,3,7,0,4,149
ENSG00000131165,319,311,344,186,174,115
ENSG00000131171,1143,825,1543,605,482,209
ENSG00000131174,420,335,333,180,171,143
ENSG00000131183,0,1,1,1,0,0
ENSG00000131187,1,0,2,0,0,1
ENSG00000131188,795,618,606,118,62,49
ENSG00000131196,6224,4780,25096,16484,14603,2082
ENSG00000131203,0,0,2,2,5,5
ENSG00000131236,937,611,1634,872,782,614
ENSG00000131238,352,263,312,117,269,265
ENSG00000131242,2373,1798,1442,472,405,119
ENSG00000131263,2357,1606,1513,582,692,261
ENSG00000131269,1501,1008,1682,702,1323,521
ENSG00000131323,12313,8972,18137,8867,18179,3867
ENSG00000131351,462,356,338,121,191,191
ENSG00000131355,15,11,24,18,17,10
ENSG00000131368,366,226,692,585,1601,759
ENSG00000131370,432,329,1657,909,1039,191
ENSG00000131373,1483,1089,1279,242,361,181
ENSG00000131374,1139,728,817,387,751,2298
ENSG00000131375,2029,1331,1867,563,538,329
ENSG00000131378,5301,3927,12815,4969,6027,2317
ENSG00000131379,482,432,964,404,518,126
ENSG00000131381,1027,687,700,243,214,87
ENSG00000131386,3,1,0,0,3,1
ENSG00000131389,1219,911,2187,987,1846,1777
ENSG00000131398,17,21,46,25,20,117
ENSG00000131400,1,2,1,0,1,8
ENSG00000131401,1,3,3,3,2,2
ENSG00000131408,542,410,382,168,197,142
ENSG00000131409,0,0,3,1,1,0
ENSG00000131435,1,2,0,0,2,0
ENSG00000131437,434,294,813,300,231,166
ENSG00000131446,294,214,396,250,311,242
ENSG00000131459,21,20,42,9,8,3
ENSG00000131462,15,14,35,13,22,79
ENSG00000131467,204,165,307,227,435,345
ENSG00000131469,182,135,197,210,267,228
ENSG00000131470,15,16,72,32,20,83
ENSG00000131471,19,13,15,1,11,4
ENSG00000131473,754,590,862,577,1477,968
ENSG00000131475,75,59,101,37,54,57
ENSG00000131480,26,33,40,25,65,52
ENSG00000131495,184,140,86,26,54,40
ENSG00000131503,9603,6921,12399,5830,6919,3839
ENSG00000131504,6224,4455,8743,4837,5003,1743
ENSG00000131507,11082,7762,10979,4438,6346,1324
ENSG00000131508,5376,3894,5260,2266,2357,1135
ENSG00000131558,5783,4105,5393,1704,3611,2753
ENSG00000131584,61,23,118,60,100,95
ENSG00000131591,112,77,561,357,1048,463
ENSG00000131620,0,1,0,0,0,0
ENSG00000131626,1609,1182,3819,1869,2412,1002
ENSG00000131634,331,274,575,258,167,162
ENSG00000131650,0,1,1,0,0,0
ENSG00000131652,16,20,30,53,103,44
ENSG00000131653,120,84,202,139,267,227
ENSG00000131668,0,0,3,2,2,0
ENSG00000131669,798,590,1350,1280,2545,171
ENSG00000131686,20,10,90,42,47,13
ENSG00000131697,180,162,995,382,847,320
ENSG00000131711,4,2,1,0,1,4
ENSG00000131724,1,6,5,2,5,3
ENSG00000131725,1709,1250,2433,944,853,277
ENSG00000131730,10,3,3,1,7,4
ENSG00000131732,78,58,108,43,52,48
ENSG00000131746,14,20,13,4,4,5
ENSG00000131747,37,22,34,14,8,42
ENSG00000131748,746,586,1080,590,743,301
ENSG00000131759,2138,1747,6324,3037,3457,570
ENSG00000131771,0,1,1,0,0,0
ENSG00000131773,34,24,144,53,42,25
ENSG00000131778,373,269,478,343,1342,1039
ENSG00000131779,138,90,231,124,149,114
ENSG00000131781,8,4,14,10,11,3
ENSG00000131788,98,100,86,21,20,36
ENSG00000131791,61,29,149,85,80,82
ENSG00000131797,1156,830,921,414,1122,133
ENSG00000131828,468,392,550,285,461,224
ENSG00000131831,440,266,752,276,476,20
ENSG00000131844,689,485,1206,498,1085,488
ENSG00000131845,46,58,119,74,69,19
ENSG00000131848,287,195,1056,476,701,429
ENSG00000131849,11,10,42,25,36,20
ENSG00000131864,0,0,1,0,0,1
ENSG00000131871,81,60,144,120,132,25
ENSG00000131873,601,427,4100,5659,16879,1883
ENSG00000131876,2436,1680,1485,596,1222,425
ENSG00000131885,0,0,0,0,0,1
ENSG00000131899,91,78,84,30,47,106
ENSG00000131910,0,0,0,1,0,0
ENSG00000131914,0,0,0,1,0,0
ENSG00000131931,38,32,73,38,36,17
ENSG00000131941,4,1,16,8,8,29
ENSG00000131943,117,130,384,319,404,342
ENSG00000131944,11,9,8,13,5,9
ENSG00000131951,2,1,5,1,2,2
ENSG00000131966,878,606,1019,401,370,205
ENSG00000131969,0,1,0,0,1,0
ENSG00000131979,1710,1207,2326,757,854,331
ENSG00000131981,42,33,85,65,62,37
ENSG00000132000,5,2,2,0,5,1
ENSG00000132002,1021,653,575,106,82,37
ENSG00000132003,101,111,189,48,52,61
ENSG00000132004,74,42,88,46,107,59
ENSG00000132005,696,587,1935,685,399,203
ENSG00000132010,58,46,71,49,28,58
ENSG00000132016,13,6,20,11,4,57
ENSG00000132017,370,214,366,122,84,83
ENSG00000132024,75,62,80,42,36,141
ENSG00000132031,2,2,2,0,1,0
ENSG00000132109,145,95,174,100,261,111
ENSG00000132122,76,56,145,87,95,77
ENSG00000132128,798,653,841,329,531,272
ENSG00000132141,497,366,404,129,138,23
ENSG00000132153,1121,804,1301,689,1371,686
ENSG00000132155,3241,2436,4339,1848,2448,871
ENSG00000132164,0,1,0,0,0,0
ENSG00000132170,43,37,139,152,425,70
ENSG00000132182,1717,1369,2440,1354,2224,2832
ENSG00000132185,0,0,1,0,0,0
ENSG00000132196,129,97,271,74,96,94
ENSG00000132199,779,650,1584,808,1825,1026
ENSG00000132204,8,9,26,15,35,25
ENSG00000132205,95,62,169,45,41,105
ENSG00000132207,1,0,4,0,0,1
ENSG00000132254,217,200,238,105,104,103
ENSG00000132256,69,38,418,425,517,39
ENSG00000132259,2,2,7,3,3,3
ENSG00000132274,1473,1023,1418,840,2498,125
ENSG00000132275,135,119,216,97,185,96
ENSG00000132286,36,16,26,16,23,10
ENSG00000132294,4900,3370,4535,1424,2135,759
ENSG00000132300,1690,1158,1914,945,1573,710
ENSG00000132305,793,615,1366,728,1425,759
ENSG00000132313,57,35,124,46,61,94
ENSG00000132321,2,9,7,5,3,8
ENSG00000132323,3378,2378,2849,1129,1600,704
ENSG00000132326,2184,1708,2603,1606,1860,346
ENSG00000132329,11,9,14,6,15,10
ENSG00000132330,118,70,290,165,396,1436
ENSG00000132334,1449,1164,1289,739,1779,512
ENSG00000132341,54,37,97,64,165,116
ENSG00000132356,1588,1100,1933,890,1242,413
ENSG00000132357,6,10,10,11,9,6
ENSG00000132359,629,488,572,145,133,41
ENSG00000132361,181,107,273,324,1066,529
ENSG00000132376,1180,799,891,257,211,86
ENSG00000132382,189,144,301,378,1116,501
ENSG00000132383,938,784,1155,430,441,510
ENSG00000132386,9,5,0,0,0,0
ENSG00000132388,4451,3224,3658,1202,1971,866
ENSG00000132394,3480,2576,3977,1923,3475,2207
ENSG00000132405,1441,985,1864,969,1609,884
ENSG00000132406,249,143,384,172,197,134
ENSG00000132423,31,26,64,14,38,82
ENSG00000132424,2782,1939,2313,889,1126,312
ENSG00000132429,0,0,0,0,1,0
ENSG00000132432,290,210,262,135,156,105
ENSG00000132434,1634,1198,1580,344,614,278
ENSG00000132436,9,4,18,8,3,5
ENSG00000132463,490,363,507,241,483,297
ENSG00000132464,0,2,2,1,1,0
ENSG00000132465,1,3,3,0,0,1
ENSG00000132466,6245,4134,10637,5368,10302,3431
ENSG00000132470,4,2,0,0,1,1
ENSG00000132471,198,155,331,103,74,25
ENSG00000132475,4,5,36,19,9,5
ENSG00000132478,1058,885,1518,639,628,414
ENSG00000132481,1,1,3,3,1,5
ENSG00000132485,2237,1551,2414,1195,1838,739
ENSG00000132507,885,692,629,510,935,820
ENSG00000132510,1373,1075,5439,3946,6408,563
ENSG00000132517,2,2,3,1,1,0
ENSG00000132518,0,0,0,0,0,1
ENSG00000132522,779,892,1106,858,931,1512
ENSG00000132530,102,87,223,168,1230,46
ENSG00000132535,198,123,248,62,52,59
ENSG00000132541,1,1,18,12,16,37
ENSG00000132549,6093,4177,6250,3168,7842,3593
ENSG00000132554,5,4,6,0,3,3
ENSG00000132561,11,3,7,5,1,1
ENSG00000132563,0,2,11,9,2,1
ENSG00000132570,724,575,824,287,564,434
ENSG00000132581,342,230,644,277,217,139
ENSG00000132589,378,364,664,280,203,241
ENSG00000132591,52,52,115,41,88,84
ENSG00000132600,351,222,470,234,291,278
ENSG00000132603,17,19,31,20,22,17
ENSG00000132604,1346,951,1575,803,1222,471
ENSG00000132612,723,556,980,659,888,1166
ENSG00000132613,243,146,126,44,37,8
ENSG00000132623,31,42,93,77,77,27
ENSG00000132635,91,86,133,66,64,119
ENSG00000132639,2,1,2,4,1,3
ENSG00000132640,20,15,51,26,35,74
ENSG00000132646,185,151,182,42,62,406
ENSG00000132661,108,99,67,80,158,52
ENSG00000132664,368,306,476,157,186,198
ENSG00000132669,4,2,13,7,1,1
ENSG00000132670,3946,2963,4118,1656,2344,1304
ENSG00000132676,619,476,1356,755,1634,1083
ENSG00000132677,1,0,2,0,1,1
ENSG00000132680,793,550,1172,600,847,425
ENSG00000132681,1,0,0,0,0,0
ENSG00000132692,1,0,4,0,0,0
ENSG00000132694,51,39,34,17,19,12
ENSG00000132698,1,0,6,0,0,2
ENSG00000132702,6,3,2,0,0,0
ENSG00000132704,2,2,3,0,1,0
ENSG00000132716,3880,2678,4179,1673,1690,938
ENSG00000132718,324,260,200,54,43,32
ENSG00000132740,247,160,312,149,311,226
ENSG00000132744,0,0,1,0,2,5
ENSG00000132746,0,1,0,1,1,0
ENSG00000132749,34,25,19,13,14,12
ENSG00000132763,2,1,20,17,31,41
ENSG00000132768,5,4,6,22,72,42
ENSG00000132773,285,161,226,82,127,127
ENSG00000132780,2959,2154,2179,600,796,920
ENSG00000132781,402,288,348,83,126,131
ENSG00000132792,1077,827,2017,1111,2036,971
ENSG00000132793,2,3,3,0,1,0
ENSG00000132801,19,26,218,84,77,67
ENSG00000132819,5507,3978,4438,1117,856,576
ENSG00000132821,1,0,1,0,0,0
ENSG00000132823,2900,1848,883,229,252,87
ENSG00000132824,2172,1604,2203,668,625,147
ENSG00000132832,16,3,28,23,15,4
ENSG00000132837,182,120,224,70,78,92
ENSG00000132840,0,0,1,0,0,0
ENSG00000132842,4052,2802,4760,2038,2445,1375
ENSG00000132846,78,60,106,45,65,14
ENSG00000132849,2693,1942,2679,1351,1842,475
ENSG00000132854,1,1,4,0,1,1
ENSG00000132872,2,2,3,0,4,0
ENSG00000132874,12,10,4,1,2,1
ENSG00000132879,38,32,33,10,15,16
ENSG00000132881,35,30,31,10,12,11
ENSG00000132906,262,192,449,136,130,56
ENSG00000132912,2457,1698,2316,708,1095,438
ENSG00000132915,4,0,2,0,1,0
ENSG00000132932,44,38,56,28,24,16
ENSG00000132938,31,19,33,15,56,7
ENSG00000132950,1004,726,1232,425,402,226
ENSG00000132952,2261,1628,1724,715,1156,472
ENSG00000132953,4894,3363,4971,1410,2730,1550
ENSG00000132958,56,37,50,12,12,15
ENSG00000132963,1266,891,1391,752,1004,463
ENSG00000132964,628,484,1957,910,1765,749
ENSG00000132965,182,125,377,96,68,24
ENSG00000132970,0,1,4,0,1,11
ENSG00000132972,1,1,2,0,1,3
ENSG00000133019,145,95,303,309,464,30
ENSG00000133020,1,0,0,0,0,0
ENSG00000133026,31,25,75,29,12,62
ENSG00000133027,97,73,118,119,695,472
ENSG00000133028,204,127,401,199,427,260
ENSG00000133030,1501,1021,1994,1195,1623,1096
ENSG00000133048,0,0,0,0,2,1
ENSG00000133056,1161,821,1562,567,372,218
ENSG00000133059,1771,1312,1564,517,598,689
ENSG00000133063,18,14,50,11,17,3
ENSG00000133065,358,263,364,130,157,156
ENSG00000133067,28,40,26,9,3,1
ENSG00000133069,16,9,14,4,10,135
ENSG00000133083,1,0,0,3,0,0
ENSG00000133103,551,426,1031,453,463,257
ENSG00000133104,1142,780,1682,630,782,288
ENSG00000133105,0,0,0,0,0,1
ENSG00000133106,1440,1031,5790,2301,7639,280
ENSG00000133107,2,0,2,0,0,0
ENSG00000133111,76,45,206,105,135,126
ENSG00000133112,226,181,376,257,351,203
ENSG00000133114,519,406,784,294,428,249
ENSG00000133116,2,1,3,0,4,10
ENSG00000133119,392,271,446,147,178,1338
ENSG00000133121,23,4,18,4,6,15
ENSG00000133131,1480,1127,1385,324,357,132
ENSG00000133134,45,32,23,7,9,2
ENSG00000133135,3,0,5,1,3,1
ENSG00000133138,3,4,5,10,6,2
ENSG00000133142,3,1,1,0,0,2
ENSG00000133169,0,0,1,0,0,0
ENSG00000133193,451,384,747,270,362,194
ENSG00000133195,1445,1064,1173,390,1206,2016
ENSG00000133216,0,0,6,5,1,5
ENSG00000133226,1821,1387,2195,931,1220,611
ENSG00000133243,136,116,284,218,271,103
ENSG00000133246,39,26,34,15,8,2
ENSG00000133247,165,107,188,20,15,19
ENSG00000133250,84,88,94,39,46,42
ENSG00000133256,34,30,54,25,36,36
ENSG00000133265,399,304,299,191,379,174
ENSG00000133275,1544,1255,3942,1152,749,383
ENSG00000133302,784,556,1248,438,492,421
ENSG00000133313,370,270,418,236,466,318
ENSG00000133315,58,40,54,37,370,1449
ENSG00000133316,699,544,672,369,528,288
ENSG00000133317,0,0,3,6,1,0
ENSG00000133318,631,508,1225,512,401,235
ENSG00000133321,408,313,688,150,88,18
ENSG00000133328,11,3,12,10,6,1
ENSG00000133392,5,7,14,2,3,1
ENSG00000133393,210,167,216,105,198,145
ENSG00000133398,488,360,564,260,314,143
ENSG00000133401,125,85,319,169,225,23
ENSG00000133422,357,274,373,162,412,249
ENSG00000133424,141,109,375,208,354,169
ENSG00000133454,29,17,23,10,14,8
ENSG00000133460,60,53,97,37,27,45
ENSG00000133466,74,69,149,93,102,50
ENSG00000133475,0,0,0,1,1,0
ENSG00000133477,229,172,327,51,241,24
ENSG00000133488,0,0,0,0,0,1
ENSG00000133519,0,0,1,0,0,0
ENSG00000133561,34,17,123,48,49,27
ENSG00000133574,87,59,364,138,100,19
ENSG00000133597,236,158,153,93,116,70
ENSG00000133606,1208,903,1243,421,406,138
ENSG00000133612,513,444,591,143,100,237
ENSG00000133619,77,64,127,94,158,181
ENSG00000133624,4474,3387,7035,3224,4820,1418
ENSG00000133627,266,157,388,200,528,407
ENSG00000133639,2712,2179,2270,1070,1309,98
ENSG00000133640,2,0,0,0,0,0
ENSG00000133641,263,186,327,204,363,165
ENSG00000133657,4436,3102,3700,2003,4564,1674
ENSG00000133661,1,1,0,0,0,3
ENSG00000133665,2,0,0,0,1,1
ENSG00000133678,44,36,116,30,41,35
ENSG00000133687,1,0,7,5,11,1
ENSG00000133703,4862,3196,2515,887,1030,251
ENSG00000133704,681,420,1145,478,695,422
ENSG00000133706,93,70,715,1067,3082,1015
ENSG00000133731,659,501,694,286,339,244
ENSG00000133739,6,9,54,21,27,73
ENSG00000133740,96,65,172,134,555,193
ENSG00000133773,502,294,326,153,204,94
ENSG00000133789,177,138,141,60,45,55
ENSG00000133794,10586,7820,8885,2014,1451,557
ENSG00000133800,0,0,1,1,1,1
ENSG00000133805,376,285,572,250,219,306
ENSG00000133808,28,34,17,15,35,81
ENSG00000133812,1173,830,1082,438,970,439
ENSG00000133816,105,119,332,236,488,911
ENSG00000133818,3131,2067,2507,630,1169,393
ENSG00000133835,117,76,260,140,140,259
ENSG00000133858,3899,2557,4829,2428,3720,895
ENSG00000133863,1,0,0,1,1,1
ENSG00000133872,8159,6120,8807,2709,1869,529
ENSG00000133874,274,202,412,170,114,34
ENSG00000133878,1,0,0,0,0,0
ENSG00000133884,275,240,451,190,221,128
ENSG00000133895,31,8,56,25,25,40
ENSG00000133935,129,104,101,51,70,54
ENSG00000133943,574,419,1024,472,838,771
ENSG00000133958,11,9,16,8,14,11
ENSG00000133961,720,536,1397,992,1202,538
ENSG00000133962,635,425,828,622,1091,156
ENSG00000133980,6,2,4,2,3,3
ENSG00000133983,860,656,798,429,769,725
ENSG00000133985,375,223,593,258,130,87
ENSG00000133997,1928,1360,1700,743,778,550
ENSG00000134001,525,369,1142,856,1678,520
ENSG00000134013,71,54,107,19,35,154
ENSG00000134014,823,580,1530,955,2079,869
ENSG00000134020,25,19,24,7,1,1
ENSG00000134028,0,0,0,1,0,2
ENSG00000134030,33,27,101,91,275,261
ENSG00000134042,1,0,1,0,0,0
ENSG00000134046,1183,791,1838,1081,1628,754
ENSG00000134049,90,62,210,174,261,427
ENSG00000134056,217,139,214,82,81,57
ENSG00000134057,10,7,12,7,7,27
ENSG00000134058,950,665,692,234,479,256
ENSG00000134061,1,0,1,0,0,0
ENSG00000134070,199,145,436,439,545,83
ENSG00000134072,5,1,1,1,5,64
ENSG00000134077,647,473,520,258,396,254
ENSG00000134086,247,192,341,176,204,136
ENSG00000134107,159,109,290,158,417,135
ENSG00000134108,3539,2436,4221,2034,3373,792
ENSG00000134109,2981,1932,4107,2283,1728,883
ENSG00000134115,0,0,6,0,2,0
ENSG00000134121,1,0,2,0,4,0
ENSG00000134138,0,3,8,0,2,4
ENSG00000134146,503,390,848,490,1204,546
ENSG00000134152,259,179,1123,596,1042,538
ENSG00000134153,420,293,438,174,242,141
ENSG00000134160,2,5,3,1,4,1
ENSG00000134183,2,2,4,5,10,6
ENSG00000134186,530,353,543,276,397,161
ENSG00000134198,190,156,1613,349,97,0
ENSG00000134201,2,1,1,0,0,4
ENSG00000134202,36,31,27,16,15,16
ENSG00000134207,1,1,0,0,0,0
ENSG00000134215,1603,1069,3131,1294,2163,1282
ENSG00000134242,1486,1053,5693,4051,6116,630
ENSG00000134243,7,4,19,13,15,6
ENSG00000134245,5,3,5,4,6,1
ENSG00000134247,36,29,55,21,63,246
ENSG00000134248,136,59,89,58,88,55
ENSG00000134250,796,601,1791,1551,2969,469
ENSG00000134253,4,5,15,2,2,5
ENSG00000134255,855,595,1473,754,859,518
ENSG00000134256,35,29,28,18,12,23
ENSG00000134258,1,0,0,0,0,0
ENSG00000134259,1,0,0,0,0,0
ENSG00000134262,318,262,575,253,323,199
ENSG00000134265,670,544,976,447,591,233
ENSG00000134278,36,39,130,63,104,131
ENSG00000134283,7078,5070,6468,2084,3093,904
ENSG00000134285,108,88,87,75,69,204
ENSG00000134287,206,167,374,281,377,601
ENSG00000134291,10,22,27,17,7,63
ENSG00000134294,1519,1003,2528,1505,2056,438
ENSG00000134297,41,14,100,42,28,59
ENSG00000134308,2592,1985,3482,1599,3484,1345
ENSG00000134313,2188,1553,2669,1219,1289,405
ENSG00000134317,15,5,25,11,14,16
ENSG00000134318,248,182,594,495,652,598
ENSG00000134321,75,49,403,263,833,40
ENSG00000134323,2,1,1,3,0,0
ENSG00000134324,3136,2368,4454,1471,2265,723
ENSG00000134326,59,40,129,78,411,25
ENSG00000134330,651,430,859,492,552,228
ENSG00000134333,475,298,542,287,763,527
ENSG00000134339,5,1,8,1,1,0
ENSG00000134343,0,1,0,0,1,0
ENSG00000134352,11412,8276,9555,3122,4136,1288
ENSG00000134363,11,4,6,1,6,3
ENSG00000134365,1,0,0,0,3,0
ENSG00000134369,101,75,121,32,27,40
ENSG00000134371,4765,3243,6717,2280,3469,1031
ENSG00000134375,621,487,621,340,655,375
ENSG00000134376,27,18,16,11,25,4
ENSG00000134398,2,0,6,0,0,0
ENSG00000134419,9364,9494,10266,13112,9792,7238
ENSG00000134440,546,386,559,618,1294,280
ENSG00000134444,2032,1359,3513,1510,1914,1061
ENSG00000134452,358,259,1354,721,785,572
ENSG00000134453,1408,1005,1629,896,1931,790
ENSG00000134460,733,537,3744,3102,19502,8442
ENSG00000134461,78,59,152,68,149,216
ENSG00000134463,35,33,49,10,9,23
ENSG00000134470,209,157,265,217,704,390
ENSG00000134480,3629,2594,2548,667,619,242
ENSG00000134489,9,15,42,22,17,2
ENSG00000134490,75,48,92,86,465,702
ENSG00000134504,24,7,57,24,37,94
ENSG00000134508,65,51,201,96,73,169
ENSG00000134516,9431,7124,9878,4219,8140,6774
ENSG00000134531,214,178,1040,308,109,36
ENSG00000134532,1,8,5,3,0,0
ENSG00000134533,2,2,0,0,1,0
ENSG00000134538,2,0,3,2,0,0
ENSG00000134539,47,48,175,38,52,4
ENSG00000134545,0,5,9,7,8,2
ENSG00000134548,1,5,0,1,3,0
ENSG00000134569,1,1,3,1,0,4
ENSG00000134571,1,1,6,1,0,0
ENSG00000134574,473,405,1060,629,1178,746
ENSG00000134575,104,74,185,59,70,88
ENSG00000134588,0,0,0,0,2,0
ENSG00000134594,56,41,97,39,44,36
ENSG00000134597,121,92,215,87,76,57
ENSG00000134602,2305,1567,2547,1143,2360,580
ENSG00000134612,0,1,0,1,0,0
ENSG00000134627,8,17,71,33,16,16
ENSG00000134644,8206,5934,9291,4166,8247,2090
ENSG00000134668,0,0,0,0,0,1
ENSG00000134684,1187,957,1574,2113,4953,899
ENSG00000134686,805,591,820,475,942,471
ENSG00000134690,8,7,9,1,2,62
ENSG00000134697,512,401,1042,1003,2164,527
ENSG00000134698,481,357,379,137,147,71
ENSG00000134709,664,456,402,243,527,108
ENSG00000134716,0,0,12,3,6,12
ENSG00000134717,804,548,1232,648,1111,397
ENSG00000134744,8867,6142,8342,2515,2229,666
ENSG00000134748,920,595,697,309,380,228
ENSG00000134757,0,0,0,0,1,0
ENSG00000134758,3887,2854,2952,998,1475,726
ENSG00000134759,5718,3806,4275,1188,1837,590
ENSG00000134760,1,0,0,0,0,0
ENSG00000134762,2,0,0,0,0,1
ENSG00000134765,16,12,18,4,1,0
