ENSG,ET01,ET201,ET1H1,ET2H1,ET4H1,ET24H1
ENSG00000104435,0,0,0,2,0,0
ENSG00000104442,379,101,126,227,156,1167
ENSG00000104447,1413,451,552,888,630,289
ENSG00000104450,89,14,123,188,212,220
ENSG00000104472,1227,299,279,314,426,1129
ENSG00000104490,242,87,45,35,49,122
ENSG00000104497,208,61,67,75,99,386
ENSG00000104499,1,0,0,0,0,0
ENSG00000104517,4847,3209,4090,5417,4988,7304
ENSG00000104518,759,251,167,148,95,913
ENSG00000104522,453,94,136,195,642,2480
ENSG00000104524,11,0,33,50,155,306
ENSG00000104529,45000,11333,11691,11314,11610,16279
ENSG00000104537,0,1,0,0,0,0
ENSG00000104549,128,60,137,188,252,986
ENSG00000104611,3,0,0,11,16,203
ENSG00000104613,1846,489,416,557,1062,2707
ENSG00000104626,111,46,50,111,165,981
ENSG00000104635,53,15,27,83,557,2382
ENSG00000104643,381,174,256,390,473,624
ENSG00000104660,7626,2029,2023,1989,1010,1430
ENSG00000104671,605,300,394,308,260,612
ENSG00000104679,585,144,188,206,231,277
ENSG00000104687,902,272,164,185,272,3300
ENSG00000104689,539,212,224,358,749,733
ENSG00000104691,56,8,3,26,53,344
ENSG00000104695,184,46,116,299,428,839
ENSG00000104714,902,282,246,291,426,792
ENSG00000104722,4,0,5,5,15,46
ENSG00000104723,2,0,0,0,0,14
ENSG00000104728,5,5,2,4,17,35
ENSG00000104731,798,337,408,633,1926,1949
ENSG00000104738,277,99,86,113,164,8968
ENSG00000104756,548,168,152,167,201,751
ENSG00000104760,0,0,1,0,0,0
ENSG00000104763,3727,821,668,601,532,1254
ENSG00000104765,2382,744,651,471,295,184
ENSG00000104774,2375,743,699,713,731,1845
ENSG00000104783,149,90,65,149,200,1869
ENSG00000104804,17,0,1,1,1,0
ENSG00000104805,2398,632,509,451,507,2741
ENSG00000104808,2,6,7,2,0,0
ENSG00000104812,223,66,75,100,145,841
ENSG00000104814,2028,641,619,402,285,2348
ENSG00000104823,403,143,160,175,180,1130
ENSG00000104824,8609,2404,2254,1821,1875,7756
ENSG00000104825,616,214,429,606,801,1647
ENSG00000104826,0,0,1,0,0,0
ENSG00000104833,24,7,0,2,6,58
ENSG00000104835,44,9,12,11,13,81
ENSG00000104848,0,1,0,0,0,0
ENSG00000104852,3274,1505,1659,1717,2366,4159
ENSG00000104853,1219,489,818,927,1215,2083
ENSG00000104856,1905,845,1481,2891,3310,1808
ENSG00000104859,1628,691,797,755,799,1206
ENSG00000104863,69,13,8,7,8,41
ENSG00000104866,230,96,106,167,207,365
ENSG00000104870,1198,201,192,78,41,117
ENSG00000104872,533,292,479,400,383,1191
ENSG00000104879,0,0,0,0,0,0
ENSG00000104880,239,86,65,77,50,122
ENSG00000104881,47,6,12,4,23,109
ENSG00000104883,6,4,9,6,6,6
ENSG00000104884,162,44,59,35,16,627
ENSG00000104885,626,304,497,921,1735,2448
ENSG00000104886,357,77,100,152,416,659
ENSG00000104888,2,1,0,1,0,0
ENSG00000104889,37,7,1,8,23,894
ENSG00000104892,0,0,5,0,0,0
ENSG00000104894,12274,2780,2630,2138,1637,1696
ENSG00000104897,2783,800,929,998,1218,2004
ENSG00000104899,16,14,4,5,5,42
ENSG00000104903,74,16,18,9,14,8
ENSG00000104904,2952,970,1303,1870,3021,10859
ENSG00000104907,683,276,382,463,1353,4279
ENSG00000104915,784,244,196,170,124,1368
ENSG00000104918,27,11,0,0,0,0
ENSG00000104921,48,8,22,7,13,103
ENSG00000104936,492,168,125,114,76,208
ENSG00000104938,0,0,0,0,1,0
ENSG00000104941,1,0,0,0,0,4
ENSG00000104946,571,203,301,268,218,548
ENSG00000104951,54,17,108,314,416,943
ENSG00000104953,0,0,0,0,0,8
ENSG00000104957,676,352,395,456,432,665
ENSG00000104960,1194,350,597,405,426,1420
ENSG00000104964,29758,7229,6352,4643,3012,5119
ENSG00000104969,731,240,358,490,609,1949
ENSG00000104970,23,2,5,5,2,1
ENSG00000104972,103,22,13,15,15,48
ENSG00000104973,722,244,408,454,491,718
ENSG00000104974,89,11,10,3,4,0
ENSG00000104976,171,50,42,36,36,184
ENSG00000104979,3126,930,764,722,673,2474
ENSG00000104980,425,191,349,422,1134,1629
ENSG00000104983,28,21,22,16,48,218
ENSG00000104998,635,206,453,714,744,2364
ENSG00000105011,29,6,10,10,20,458
ENSG00000105048,3,0,0,3,3,0
ENSG00000105053,660,324,443,543,501,1123
ENSG00000105058,704,274,303,329,322,1076
ENSG00000105063,2585,1198,1406,1877,1738,6529
ENSG00000105072,27,22,13,10,17,160
ENSG00000105085,391,145,219,158,165,119
ENSG00000105088,63,13,25,36,17,15
ENSG00000105122,1121,399,475,757,914,1641
ENSG00000105127,1334,651,754,579,690,1108
ENSG00000105131,0,0,2,0,1,5
ENSG00000105135,186,105,117,186,302,673
ENSG00000105136,117,57,87,100,94,80
ENSG00000105137,0,0,0,0,0,1
ENSG00000105143,0,0,0,0,0,1
ENSG00000105146,22,7,19,9,5,9
ENSG00000105171,346,130,136,216,317,1825
ENSG00000105173,175,31,56,42,2,481
ENSG00000105176,2756,702,503,609,1192,2882
ENSG00000105185,584,195,93,186,334,2269
ENSG00000105186,403,177,183,199,463,1205
ENSG00000105193,56465,12813,13039,13902,15365,22956
ENSG00000105197,573,174,170,369,862,2884
ENSG00000105202,7516,1777,1978,2228,4424,9834
ENSG00000105204,174,94,201,211,125,89
ENSG00000105205,34,2,3,6,0,22
ENSG00000105219,6,22,6,1,0,1
ENSG00000105220,4296,1062,1017,781,1334,12302
ENSG00000105221,3516,1584,2169,2466,2536,4568
ENSG00000105223,1273,355,234,215,214,665
ENSG00000105227,45,10,9,6,8,20
ENSG00000105229,146,85,74,154,192,600
ENSG00000105245,74,17,19,32,43,304
ENSG00000105246,1,0,0,0,3,143
ENSG00000105248,414,184,225,231,265,651
ENSG00000105251,4,3,2,0,0,0
ENSG00000105254,731,212,209,154,207,1608
ENSG00000105255,5,11,4,6,0,266
ENSG00000105258,426,122,144,172,270,1004
ENSG00000105261,0,0,0,0,0,2
ENSG00000105270,48,9,8,6,3,24
ENSG00000105278,7,8,2,8,17,10
ENSG00000105281,142,52,414,1779,4181,3919
ENSG00000105287,2298,844,1053,697,599,1124
ENSG00000105289,97,38,29,31,33,32
ENSG00000105290,1,0,6,6,1,0
ENSG00000105298,266,126,253,296,418,805
ENSG00000105321,714,304,515,377,526,544
ENSG00000105323,15019,4228,4335,3861,2908,8406
ENSG00000105325,1680,743,1098,947,659,520
ENSG00000105327,266,129,144,135,104,53
ENSG00000105329,9420,2607,2702,3395,3373,3488
ENSG00000105339,1048,467,649,589,399,504
ENSG00000105341,391,102,127,144,237,952
ENSG00000105352,50,4,7,6,1,0
ENSG00000105355,818,193,212,148,110,444
ENSG00000105357,0,0,0,0,0,1
ENSG00000105364,573,178,166,231,574,2977
ENSG00000105369,407,91,50,66,66,20
ENSG00000105370,3,0,0,0,0,0
ENSG00000105371,8,1,0,4,21,7
ENSG00000105372,53028,11250,9574,10039,12457,28453
ENSG00000105373,47155,12305,10910,10788,11014,6224
ENSG00000105374,950,188,136,85,142,493
ENSG00000105376,3,0,0,3,2,4
ENSG00000105379,335,75,50,37,58,367
ENSG00000105383,105,17,25,5,4,4
ENSG00000105388,0,0,0,0,0,0
ENSG00000105392,0,0,0,0,0,0
ENSG00000105393,289,78,138,114,138,676
ENSG00000105397,1196,755,979,1068,1192,2575
ENSG00000105401,1834,557,918,1349,2380,5347
ENSG00000105402,1500,625,927,920,1084,2142
ENSG00000105404,1070,262,250,230,273,664
ENSG00000105409,133,30,63,14,10,98
ENSG00000105419,17,3,3,0,1,0
ENSG00000105426,35,7,15,9,6,6
ENSG00000105427,7,0,0,0,0,0
ENSG00000105429,161,52,65,46,68,143
ENSG00000105438,1025,192,183,219,173,885
ENSG00000105443,469,154,282,425,280,519
ENSG00000105447,350,133,289,627,1485,2281
ENSG00000105464,2,1,7,0,4,3
ENSG00000105467,3,0,0,0,0,2
ENSG00000105472,51,13,10,11,16,8
ENSG00000105479,46,18,12,23,9,5
ENSG00000105483,1411,395,470,859,821,2127
ENSG00000105486,857,441,523,354,257,1905
ENSG00000105492,4,0,4,2,0,0
ENSG00000105497,20,17,18,37,54,338
ENSG00000105499,83,31,66,161,244,404
ENSG00000105501,3,0,0,3,1,3
ENSG00000105507,12,2,0,0,0,0
ENSG00000105509,9,0,2,0,0,0
ENSG00000105514,184,51,34,13,19,104
ENSG00000105516,528,177,156,92,43,76
ENSG00000105518,186,27,34,27,124,316
ENSG00000105519,398,105,107,88,46,12
ENSG00000105520,201,45,67,58,42,81
ENSG00000105523,17,0,5,23,51,93
ENSG00000105538,25,2,6,2,11,13
ENSG00000105552,53,9,25,52,93,572
ENSG00000105556,155,94,106,109,267,474
ENSG00000105559,15,5,2,10,13,81
ENSG00000105568,3380,1094,1137,1471,1882,4723
ENSG00000105576,707,400,461,657,1811,5820
ENSG00000105583,571,172,156,185,215,955
ENSG00000105607,256,101,171,225,350,1063
ENSG00000105609,1,1,1,0,0,0
ENSG00000105610,5,0,0,3,1,10
ENSG00000105612,292,57,73,46,86,297
ENSG00000105613,7,2,0,0,1,2
ENSG00000105617,155,49,74,79,38,173
ENSG00000105618,925,293,373,560,667,2728
ENSG00000105619,125,65,56,60,74,378
ENSG00000105639,5716,1735,1956,1872,2430,4846
ENSG00000105640,32943,7033,7886,7867,8921,15519
ENSG00000105641,22,12,10,13,8,59
ENSG00000105642,0,6,1,2,0,1
ENSG00000105643,2130,788,1304,1447,867,331
ENSG00000105647,4,2,2,1,0,5
ENSG00000105649,126,35,49,19,8,46
ENSG00000105650,2,2,1,3,0,0
ENSG00000105655,233,80,72,59,44,184
ENSG00000105656,873,514,765,669,585,551
ENSG00000105662,210,78,57,97,175,330
ENSG00000105668,0,0,0,0,3,5
ENSG00000105669,1568,499,642,755,1013,2223
ENSG00000105671,699,285,325,427,716,2566
ENSG00000105672,9,6,7,4,2,11
ENSG00000105675,0,0,0,0,0,0
ENSG00000105676,167,22,44,123,459,1900
ENSG00000105677,613,107,81,98,256,1313
ENSG00000105679,1,0,2,0,2,0
ENSG00000105695,1,1,3,1,0,2
ENSG00000105696,0,1,0,0,0,0
ENSG00000105697,3,1,1,0,3,2
ENSG00000105698,4621,1500,1681,1579,1094,2085
ENSG00000105699,940,285,459,624,377,438
ENSG00000105700,1429,481,378,517,685,2333
ENSG00000105701,4626,1288,1184,1030,737,2472
ENSG00000105705,496,204,335,442,357,886
ENSG00000105707,0,0,0,0,0,5
ENSG00000105708,449,322,362,243,171,143
ENSG00000105711,17,8,9,10,5,16
ENSG00000105717,472,209,382,735,742,183
ENSG00000105722,1348,488,818,933,729,744
ENSG00000105723,487,132,204,398,512,1076
ENSG00000105726,777,448,525,751,1149,2523
ENSG00000105732,556,190,203,219,232,252
ENSG00000105737,36,2,8,13,7,35
ENSG00000105738,771,257,242,141,134,710
ENSG00000105750,141,38,51,35,15,255
ENSG00000105755,394,112,94,64,89,495
ENSG00000105767,2,3,0,2,5,7
ENSG00000105771,331,185,306,476,716,1812
ENSG00000105778,949,347,422,721,1046,1831
ENSG00000105784,5,3,0,2,0,2
ENSG00000105792,10,0,20,11,1,5
ENSG00000105793,232,67,86,149,202,839
ENSG00000105808,18,20,6,2,10,10
ENSG00000105810,1029,300,206,376,1755,11331
ENSG00000105819,1995,789,684,637,727,2006
ENSG00000105821,1249,622,866,998,1599,5114
ENSG00000105825,0,0,0,2,5,16
ENSG00000105829,62,23,34,82,109,331
ENSG00000105835,6333,2151,2523,3588,6787,13594
ENSG00000105849,478,138,217,273,442,1070
ENSG00000105851,1101,442,501,474,259,478
ENSG00000105852,0,0,0,0,0,0
ENSG00000105854,96,55,28,38,0,104
ENSG00000105855,9,2,11,26,27,67
ENSG00000105856,5436,2614,3982,4255,4278,476
ENSG00000105865,201,65,45,75,78,260
ENSG00000105866,881,300,348,458,329,682
ENSG00000105875,327,226,325,375,478,420
ENSG00000105877,7,2,0,1,0,12
ENSG00000105879,2061,656,812,784,790,1045
ENSG00000105887,4760,1051,1088,998,1111,3342
ENSG00000105889,1,0,0,1,0,1
ENSG00000105894,0,0,0,2,0,0
ENSG00000105926,1267,290,258,321,777,1101
ENSG00000105928,4,0,8,28,22,19
ENSG00000105929,2,0,1,2,4,3
ENSG00000105939,6979,3301,5660,7150,5615,5235
ENSG00000105948,16,4,14,37,38,142
ENSG00000105953,963,332,285,894,1324,4271
ENSG00000105963,48,10,16,26,31,137
ENSG00000105967,46,21,15,5,35,89
ENSG00000105968,2523,878,806,727,516,580
ENSG00000105971,1,0,0,0,0,2
ENSG00000105974,5,1,0,5,1,1
ENSG00000105976,0,0,8,60,80,25
ENSG00000105982,9,6,2,8,12,15
ENSG00000105983,1258,480,404,605,822,1259
ENSG00000105988,0,0,0,0,2,1
ENSG00000105991,12,3,10,9,2,8
ENSG00000105993,3483,1588,3108,2657,1645,2768
ENSG00000105997,5,0,1,0,0,0
ENSG00000106003,408,252,440,637,504,264
ENSG00000106004,18,3,6,5,0,0
ENSG00000106006,4,0,0,0,1,0
ENSG00000106009,193,149,132,101,168,709
ENSG00000106012,146,50,27,41,37,261
ENSG00000106013,0,0,0,0,0,4
ENSG00000106018,2,1,1,3,8,4
ENSG00000106025,3,0,0,0,2,0
ENSG00000106028,1539,520,374,600,1088,6259
ENSG00000106034,74,8,10,2,2,0
ENSG00000106038,2,0,0,0,0,0
ENSG00000106049,302,52,61,53,92,284
ENSG00000106052,5856,1792,1725,1770,1428,3467
ENSG00000106066,1016,146,78,72,47,3
ENSG00000106069,80,43,10,42,42,15
ENSG00000106070,114,26,42,83,303,64
ENSG00000106077,162,50,48,36,13,387
ENSG00000106078,1,0,0,1,1,0
ENSG00000106080,43,38,21,24,22,139
ENSG00000106086,153,78,53,51,90,292
ENSG00000106089,149,46,173,336,342,146
ENSG00000106100,276,135,107,49,85,163
ENSG00000106105,2050,968,1155,2041,6179,7275
ENSG00000106113,1,0,0,3,0,0
ENSG00000106123,746,202,143,140,173,148
ENSG00000106125,2,2,6,2,4,13
ENSG00000106133,124,48,46,93,126,124
ENSG00000106144,1249,420,502,539,520,3068
ENSG00000106153,2874,770,784,789,1065,4638
ENSG00000106178,0,0,0,0,0,3
ENSG00000106211,537,169,322,385,222,845
ENSG00000106236,0,0,1,4,0,0
ENSG00000106244,992,257,244,353,815,3057
ENSG00000106245,2617,627,942,820,741,2086
ENSG00000106246,76,26,41,35,35,88
ENSG00000106258,3,3,7,0,0,1
ENSG00000106261,1007,303,459,772,1032,1086
ENSG00000106263,1559,632,984,1975,4419,10057
ENSG00000106266,92,20,38,90,330,540
ENSG00000106268,106,38,25,20,46,525
ENSG00000106278,0,0,0,1,0,0
ENSG00000106290,443,163,249,320,384,1454
ENSG00000106299,538,194,222,155,131,270
ENSG00000106302,0,0,1,0,0,0
ENSG00000106305,92,30,43,80,265,1271
ENSG00000106327,37,4,17,6,5,158
ENSG00000106328,42,8,5,5,6,14
ENSG00000106330,169,44,28,24,16,85
ENSG00000106333,43,15,28,14,2,11
ENSG00000106336,15,0,4,2,0,5
ENSG00000106344,322,109,196,493,1242,2771
ENSG00000106346,1555,755,1076,740,760,877
ENSG00000106348,403,124,94,94,231,1957
ENSG00000106351,101,53,61,70,89,1086
ENSG00000106355,464,128,110,131,181,1435
ENSG00000106366,8,3,9,16,3,12
ENSG00000106367,24,3,2,17,9,344
ENSG00000106392,1354,501,444,469,456,682
ENSG00000106397,210,106,69,104,127,641
ENSG00000106399,361,99,133,157,202,743
ENSG00000106400,613,196,203,207,217,805
ENSG00000106404,129,59,25,60,114,241
ENSG00000106410,0,0,0,0,0,0
ENSG00000106415,622,201,169,336,277,200
ENSG00000106443,559,207,239,291,558,1894
ENSG00000106459,1018,392,445,562,573,384
ENSG00000106460,1036,205,215,184,260,882
ENSG00000106462,500,337,519,1047,1665,4019
ENSG00000106477,49,18,13,12,31,409
ENSG00000106479,394,167,144,123,78,193
ENSG00000106484,59,12,27,7,23,128
ENSG00000106511,0,0,0,0,0,0
ENSG00000106524,74,33,42,39,38,170
ENSG00000106526,65,23,18,8,16,120
ENSG00000106536,1,0,0,0,0,0
ENSG00000106537,21,5,2,2,6,25
ENSG00000106538,1,0,2,0,0,0
ENSG00000106546,1238,611,1056,1986,2681,1019
ENSG00000106554,444,125,91,96,234,1805
ENSG00000106560,1360,299,224,224,194,272
ENSG00000106565,29,5,7,7,3,4
ENSG00000106571,8,2,1,2,10,2
ENSG00000106588,185,69,74,57,112,497
ENSG00000106591,458,213,251,376,695,1296
ENSG00000106603,762,285,339,323,419,714
ENSG00000106605,433,120,95,95,62,460
ENSG00000106608,359,125,179,237,312,500
ENSG00000106609,1609,477,535,911,1309,2397
ENSG00000106610,160,66,67,49,62,112
ENSG00000106615,817,347,410,640,786,1052
ENSG00000106617,794,276,274,251,299,683
ENSG00000106624,127,61,79,86,193,747
ENSG00000106628,337,96,100,353,1235,4187
ENSG00000106631,0,0,0,0,8,0
ENSG00000106633,14,5,5,7,28,26
ENSG00000106635,2618,797,1193,1400,1229,1519
ENSG00000106636,1225,421,472,638,851,2214
ENSG00000106638,428,175,367,373,371,1050
ENSG00000106665,159,47,55,48,34,19
ENSG00000106682,4506,1369,1482,1669,1810,3810
ENSG00000106683,413,114,139,138,84,586
ENSG00000106686,83,40,52,86,9,10
ENSG00000106688,1,1,3,4,4,0
ENSG00000106692,94,23,27,64,136,366
ENSG00000106701,27,1,10,10,44,115
ENSG00000106714,11,0,0,0,0,0
ENSG00000106723,895,294,272,289,385,611
ENSG00000106733,480,158,110,100,85,197
ENSG00000106771,1762,745,737,1364,1377,1028
ENSG00000106772,3,2,0,0,2,0
ENSG00000106780,545,146,97,131,130,239
ENSG00000106785,546,275,196,237,342,744
ENSG00000106789,421,100,117,108,108,136
ENSG00000106799,478,198,290,401,386,638
ENSG00000106803,736,168,220,255,443,1403
ENSG00000106804,71,35,24,13,3,29
ENSG00000106809,3,0,9,2,0,1
ENSG00000106819,0,0,1,1,0,0
ENSG00000106823,3,0,0,1,0,0
ENSG00000106829,3843,1603,1932,2077,1248,463
ENSG00000106852,0,0,2,0,1,0
ENSG00000106853,2,1,1,0,0,8
ENSG00000106868,271,92,80,74,36,105
ENSG00000106948,5725,2428,3053,3289,2463,2798
ENSG00000106952,1136,355,413,1297,3846,3637
ENSG00000106976,25,3,16,14,4,10
ENSG00000106991,171,47,28,34,53,471
ENSG00000106992,11,9,16,12,14,10
ENSG00000106993,472,219,311,242,238,360
ENSG00000107014,2,1,1,5,0,16
ENSG00000107018,9,3,2,9,3,16
ENSG00000107020,231,43,77,93,70,430
ENSG00000107021,369,187,194,242,207,567
ENSG00000107036,1692,643,626,670,551,857
ENSG00000107077,755,260,251,237,410,519
ENSG00000107099,4563,1921,1583,1661,2756,4865
ENSG00000107104,72,30,33,57,100,92
ENSG00000107105,1,0,0,0,0,0
ENSG00000107130,8,0,1,63,420,565
ENSG00000107140,304,87,97,221,371,687
ENSG00000107147,4,0,0,0,0,0
ENSG00000107159,2,1,0,0,0,0
ENSG00000107164,1038,412,383,594,710,1645
ENSG00000107175,422,137,141,131,158,642
ENSG00000107185,768,241,232,190,206,784
ENSG00000107186,0,0,0,1,0,7
ENSG00000107187,2,0,0,0,0,2
ENSG00000107201,161,83,282,694,582,287
ENSG00000107223,2492,667,664,794,1120,2523
ENSG00000107242,33,8,2,2,3,10
ENSG00000107249,73,8,19,31,145,133
ENSG00000107262,1562,465,292,227,605,1727
ENSG00000107263,6587,2091,2200,2355,2498,3184
ENSG00000107281,310,104,87,79,80,249
ENSG00000107282,21,10,4,0,1,2
ENSG00000107290,3573,1496,1530,2065,2008,4700
ENSG00000107317,44,28,36,6,19,0
ENSG00000107331,845,485,533,478,378,385
ENSG00000107338,32,8,11,21,15,12
ENSG00000107341,1846,424,429,350,440,1079
ENSG00000107362,321,100,116,93,114,221
ENSG00000107371,218,99,97,189,307,1220
ENSG00000107372,5466,2288,2491,1956,1619,2526
ENSG00000107404,513,188,209,222,462,926
ENSG00000107438,198,28,23,20,16,4
ENSG00000107443,189,79,113,87,122,350
ENSG00000107447,7,1,0,0,0,0
ENSG00000107485,3523,1232,1730,1294,802,754
ENSG00000107518,0,0,0,0,0,0
ENSG00000107521,1513,387,423,348,451,877
ENSG00000107537,220,51,72,106,54,200
ENSG00000107551,89,30,17,11,3,24
ENSG00000107554,213,98,90,164,187,88
ENSG00000107560,882,292,225,227,255,517
ENSG00000107562,3,0,0,0,0,0
ENSG00000107566,167,57,78,215,269,760
ENSG00000107581,8180,3473,4412,4732,6804,12256
ENSG00000107593,0,0,0,0,1,0
ENSG00000107611,390,314,251,232,278,84
ENSG00000107614,480,189,257,327,290,327
ENSG00000107625,2385,658,630,1052,1120,2113
ENSG00000107643,1182,546,473,744,594,879
ENSG00000107651,383,133,188,390,498,2755
ENSG00000107669,633,216,157,168,237,1344
ENSG00000107672,326,147,131,142,189,1397
ENSG00000107679,1377,612,662,864,696,542
ENSG00000107719,6,14,3,19,73,22
ENSG00000107731,4,0,2,0,3,3
ENSG00000107736,376,160,140,132,116,60
ENSG00000107738,2732,705,1114,3504,4760,3389
ENSG00000107742,26779,8120,8293,7219,4550,3048
ENSG00000107745,225,100,98,103,121,812
ENSG00000107758,896,287,138,201,448,1552
ENSG00000107771,5265,1556,1452,1884,1683,1831
ENSG00000107779,52,10,4,23,49,157
ENSG00000107789,29,4,12,50,72,218
ENSG00000107796,19,9,10,9,25,55
ENSG00000107798,711,149,101,74,95,822
ENSG00000107815,64,26,37,278,891,1121
ENSG00000107816,112,35,44,47,59,153
ENSG00000107819,455,170,228,397,255,194
ENSG00000107821,1,0,0,5,0,2
ENSG00000107829,1424,484,449,444,385,379
ENSG00000107831,0,0,1,0,0,2
ENSG00000107833,291,39,60,76,182,1841
ENSG00000107854,2577,1250,1488,1775,1724,2228
ENSG00000107859,0,1,0,0,0,6
ENSG00000107862,962,548,840,1278,1262,2650
ENSG00000107863,758,249,257,330,322,562
ENSG00000107864,68,15,31,45,31,91
ENSG00000107872,149,33,33,22,25,129
ENSG00000107874,186,61,60,65,71,418
ENSG00000107882,193,86,87,76,77,209
ENSG00000107890,342,177,164,161,158,386
ENSG00000107897,783,221,258,244,163,537
ENSG00000107902,366,96,69,51,18,61
ENSG00000107929,702,226,264,675,1515,3919
ENSG00000107937,1051,433,765,1413,3064,6331
ENSG00000107938,870,386,578,545,609,1233
ENSG00000107949,668,233,285,432,897,3701
ENSG00000107951,567,183,212,266,547,1195
ENSG00000107954,48,9,14,7,35,72
ENSG00000107957,547,284,381,451,287,215
ENSG00000107959,1141,490,650,1055,2040,4456
ENSG00000107960,514,111,83,102,140,460
ENSG00000107968,490,194,711,1333,939,600
ENSG00000108001,0,0,4,0,0,0
ENSG00000108010,820,226,201,350,855,3849
ENSG00000108021,1652,987,1174,1665,3591,5156
ENSG00000108039,784,379,402,405,467,2024
ENSG00000108055,3340,1129,967,1016,1005,4575
ENSG00000108061,2379,641,755,1133,929,1796
ENSG00000108064,992,324,362,397,802,2646
ENSG00000108091,1752,568,476,478,484,1724
ENSG00000108094,1088,475,458,606,554,2187
ENSG00000108100,3383,815,624,812,1050,1238
ENSG00000108106,615,230,341,333,347,1308
ENSG00000108107,59659,12141,13148,14340,14444,22063
ENSG00000108175,1347,403,426,552,761,880
ENSG00000108176,0,0,0,2,3,12
ENSG00000108179,469,189,430,658,1093,1833
ENSG00000108187,97,34,42,27,33,14
ENSG00000108219,5780,1842,1651,1858,1433,1153
ENSG00000108239,43,13,14,17,14,13
ENSG00000108242,0,0,0,0,0,1
ENSG00000108244,5,0,9,3,0,0
ENSG00000108255,2,0,1,0,0,0
ENSG00000108256,4028,1575,1934,1592,1811,3433
ENSG00000108262,1158,376,271,309,861,2471
ENSG00000108298,93158,19990,17874,17976,18742,34644
ENSG00000108306,907,349,319,333,226,807
ENSG00000108309,2,0,0,0,1,8
ENSG00000108312,2703,1004,872,766,562,4133
ENSG00000108342,0,0,1,0,0,4
ENSG00000108344,1599,461,494,590,908,5571
ENSG00000108349,2320,937,1438,1773,1892,3362
ENSG00000108352,129,75,77,92,84,149
ENSG00000108370,27,3,8,8,8,7
ENSG00000108375,69,26,29,22,14,44
ENSG00000108379,1,0,1,0,1,0
ENSG00000108381,0,0,0,0,0,0
ENSG00000108384,168,36,38,33,69,1092
ENSG00000108387,14,7,8,1,3,0
ENSG00000108389,754,226,285,276,220,2530
ENSG00000108395,693,309,405,514,506,1245
ENSG00000108405,112,28,20,30,5,1
ENSG00000108406,1934,711,788,659,380,528
ENSG00000108423,125,54,214,350,229,298
ENSG00000108424,6015,1962,2013,2140,3828,25240
ENSG00000108433,261,126,154,220,303,595
ENSG00000108439,83,32,22,87,220,1238
ENSG00000108443,1819,1111,1458,1509,1325,1649
ENSG00000108448,32,9,8,0,13,60
ENSG00000108465,582,505,643,605,489,1744
ENSG00000108468,169,53,57,120,185,1069
ENSG00000108469,182,63,69,101,138,349
ENSG00000108474,359,126,100,135,250,443
ENSG00000108479,59,13,12,31,45,256
ENSG00000108506,268,199,149,187,176,1539
ENSG00000108509,1219,341,434,540,774,2007
ENSG00000108510,5799,1991,2424,3695,4361,4331
ENSG00000108511,3,1,2,3,0,1
ENSG00000108515,365,71,107,89,163,273
ENSG00000108518,7559,1449,1295,1546,3068,21532
ENSG00000108523,1163,280,244,399,680,2648
ENSG00000108528,248,97,109,139,193,1387
ENSG00000108551,16,13,4,9,10,2
ENSG00000108556,62,29,52,46,33,6
ENSG00000108557,362,150,150,199,158,402
ENSG00000108559,1543,973,1116,1063,1612,3573
ENSG00000108561,2282,571,405,661,1609,9283
ENSG00000108576,10,0,2,2,1,7
ENSG00000108578,1145,372,304,729,1060,1872
ENSG00000108582,1796,607,711,1388,3142,2724
ENSG00000108587,874,376,580,833,908,1823
ENSG00000108588,746,403,693,1031,1375,3912
ENSG00000108590,196,84,120,105,64,208
ENSG00000108591,896,277,261,440,652,1712
ENSG00000108592,423,260,349,716,1797,5430
ENSG00000108599,845,279,354,545,678,1159
ENSG00000108602,4,0,0,0,0,0
ENSG00000108604,1468,481,552,609,626,1438
ENSG00000108622,941,291,659,1107,1344,1135
ENSG00000108639,1007,247,305,485,1078,2599
ENSG00000108641,19,7,2,12,13,65
ENSG00000108651,242,91,159,505,1342,3818
ENSG00000108654,33358,17536,17979,21611,25069,24119
ENSG00000108666,164,43,55,70,51,433
ENSG00000108669,10336,4912,5502,4996,2917,2405
ENSG00000108671,1292,476,776,1307,1809,8687
ENSG00000108679,1101,233,227,214,204,1156
ENSG00000108688,2,2,11,36,63,1
ENSG00000108691,0,0,16,183,517,54
ENSG00000108700,0,0,0,0,16,13
ENSG00000108702,0,0,0,0,0,4
ENSG00000108733,83,22,51,63,76,101
ENSG00000108771,269,82,136,185,182,199
ENSG00000108773,299,155,167,116,201,1730
ENSG00000108774,1012,307,264,308,331,522
ENSG00000108784,84,20,15,20,20,134
ENSG00000108785,0,1,0,3,2,2
ENSG00000108786,22,14,10,1,7,14
ENSG00000108788,764,233,219,339,421,2953
ENSG00000108797,69,45,24,19,4,28
ENSG00000108798,54,26,15,48,37,279
ENSG00000108799,1630,663,666,817,832,1099
ENSG00000108813,1,2,0,0,0,16
ENSG00000108819,1851,547,502,493,687,1942
ENSG00000108821,36,63,338,493,289,16
ENSG00000108823,6,0,1,0,0,0
ENSG00000108825,1,0,0,0,0,2
ENSG00000108826,79,32,101,148,199,922
ENSG00000108828,780,217,212,173,195,486
ENSG00000108829,948,327,449,645,1087,2959
ENSG00000108830,2,1,0,2,2,3
ENSG00000108839,36,10,12,4,8,2
ENSG00000108840,1068,621,1130,1343,779,314
